"1128091966456107008^'donald j rosenberg sells   shares of qualcomm  inc $qcom stock stocks'^2019-05-14^00:17:38^6936"
"1128128880366292993^'rt : koch industries stock buys: qualcomm  time warner'^2019-05-14^02:44:19^1888"
"1128128896833150977^'rt : china tariffs  at&amp;t and time warner  qualcomm and nxp -  things you must know'^2019-05-14^02:44:23^1888"
"1128129073560080384^'rt : remember koch investing in qualcomm? here may be why:'^2019-05-14^02:45:05^1887"
"1128129497042247681^'rt : qualcomm $qcom market valuation declined while gateway investment advisers has lowered its holding by $ ; navellier'^2019-05-14^02:46:46^481"
"1128130393075527681^'rt : remember koch investing in qualcomm? here may be why:'^2019-05-14^02:50:20^3758"
"1128131354619785217^'i had this phone - it was amazing and awful at the same time'^2019-05-14^02:54:09^2842"
"1128131890051940352^'it would be nice a mini-itx cx pc  with ddr and nvme support  and without modem  i mean a tradicional pc and a tv-box with a cx'^2019-05-14^02:56:16^7"
"1128132056796553217^' mp primary camera - sony sensor with f/ aperture  qualcomm snapdragon   up to gb ram  mah battery'^2019-05-14^02:56:56^591"
"1128132174316748800^'it would be nice a mini-itx cx pc  with ddr and nvme support  and without modem  i mean a tradicional pc and a tv-box with cx or similar'^2019-05-14^02:57:24^7"
"1128132534016126977^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^02:58:50^61"
"1128132774857146374^' phones will soon be carrying g chips as california's qualcomm has entered a deal with finland's to provide patent licenses for the latter's g  g and g devices'^2019-05-14^02:59:47^263071"
"1128132789558218752^'it would be nice a mini-itx ""cx"" pc  with ddr and nvme support  and without modem  i mean a tradicional pc and a tv-box with a cpu like an cx'^2019-05-14^02:59:51^7"
"1128133561767190528^'rt : fiio bluetooth adapter bta additional version for audio-technica ath-msr series the two versions (both for ath-mx'^2019-05-14^03:02:55^1410"
"1128134388913283072^'yeah  but that's what % of the processor market ? tsmc (taiwan)  intel (all over the world except china) and qualcomm are the only major players who make chips'^2019-05-14^03:06:12^151"
"1128135152574402561^'rt : fiio bluetooth adapter bta additional version for audio-technica ath-msr series the two versions (both for ath-mx'^2019-05-14^03:09:14^50"
"1128135973177446400^'rt : koch stock buys: cisco  blackberry  qualcomm white right pointing backhand indexa unit of koch industries also bought alphabet shares  and initiated larg'^2019-05-14^03:12:30^432"
"1128136035345489920^'rt : china tariffs  at&amp;t and time warner  qualcomm and nxp -  things you must know'^2019-05-14^03:12:45^432"
"1128136288140447749^'nokia's going g with qualcomm inside - ausdroid'^2019-05-14^03:13:45^162"
"1128136490846965760^'amazon  ms  apple  cisco  intel  qualcomm  goldman  jpmc  ibm etc all hire indian students in troves most students from any single country paying in excess of k do you mean these firms are scamming too?'^2019-05-14^03:14:33^25"
"1128136783357628416^'rt : remember koch investing in qualcomm? here may be why:'^2019-05-14^03:15:43^432"
"1128137010760245248^'] mp primary camera ] qualcomm snapdragon  ] upto gb ram ] mah battery onepluspro oneplusseries'^2019-05-14^03:16:37^6"
"1128137364625285122^'the only reason why realme  pro is highest seller inarch  is redmi's ignorance towards its customers bloody flash sales low stocks i guarantee not more than  lakh devices would have been sold'^2019-05-14^03:18:02^13"
"1128137565037629441^'on the bright side  this makes the failed modem wars with qualcomm seem like only a minor misstep'^2019-05-14^03:18:49^145"
"1128139455662051328^'qualcomm stock may help make your portfolio g ready g will also be at the center of the infrastructure that will be used to develop smart cities  manufacturers have announced that they will be releasing '^2019-05-14^03:26:20^151"
"1128139924656361472^'qualcomm scores win against apple in german court  sales of iphone may be banned'^2019-05-14^03:28:12^1"
"1128140678226006016^'rt : with a qualcomm  port  this dual car adapter is a high quality fast charging solution while on the road! in nstock techcen'^2019-05-14^03:31:12^195"
"1128140927548022784^'rt : socal's premiere tech startup incubator    will be hosting demo day on june th at qualcomm hq with  of their mo'^2019-05-14^03:32:11^1884"
"1128141743566798848^'qualcomm reveals snapdragon  soc to help cheap phones play pubg toshiba gogadgets'^2019-05-14^03:35:26^3099"
"1128142627021279233^' mp primary camera with  qualcomm snapdragon   upto gb ram  mah battery onepluspro oneplusseries waitingfor join'^2019-05-14^03:38:56^1123"
"1128142840196882432^' mp primary camera with  qualcomm snapdragon   upto gb ram  mah battery onepluspro oneplusseries waitingfor join'^2019-05-14^03:39:47^1123"
"1128142904965255168^' mp primary camera with  qualcomm snapdragon   upto gb ram  mah battery onepluspro oneplusseries waitingfor'^2019-05-14^03:40:03^1123"
"1128142936917417984^' mp primary camera with  qualcomm snapdragon   upto gb ram  mah battery onepluspro oneplusseries waitingfor join'^2019-05-14^03:40:10^1123"
"1128143006458998784^' mp primary camera with  qualcomm snapdragon   upto gb ram  mah battery onepluspro oneplusseries waitingfor join'^2019-05-14^03:40:27^1123"
"1128143103137730560^' mp primary camera with  qualcomm snapdragon   upto gb ram  mah battery onepluspro oneplusseries waitingfor join'^2019-05-14^03:40:50^1123"
"1128143852349657089^'apple vs qualcomm: import stop recommended for certain iphone models'^2019-05-14^03:43:48^61"
"1128144935289364480^'rt : fiio bluetooth adapter bta additional version for audio-technica ath-msr series the two versions (both for ath-mx'^2019-05-14^03:48:07^200"
"1128145153841983488^' mp primary camera upto gb ram qualcomm snapdragon   mah battery onepluspro join'^2019-05-14^03:48:59^39"
"1128145157902090241^' mp primary camera  upto gb ram  qualcomm snapdragon    mah battery onepluspro oneplusseries waitingfor'^2019-05-14^03:49:00^82"
"1128145237631574016^' mp primary camera  upto gb ram  qualcomm snapdragon    mah battery onepluspro oneplusseries waitingfor'^2019-05-14^03:49:19^82"
"1128145424554926080^'not to poco f but to poco f'^2019-05-14^03:50:03^2"
"1128145923039608832^'when will xiaomi bring qualcomm quick charge  adapter in india?'^2019-05-14^03:52:02^13"
"1128146779881402368^'rt : samsung galaxy m is likely to launch early next month for nearly rs   in india samsung galaxy m (sm-mf will'^2019-05-14^03:55:26^3"
"1128146908436992000^'hashtag newest lenovo tab  tablet pc  "" hd touchscreen  qualcomm quad '^2019-05-14^03:55:57^140"
"1128147244698357762^'rt :  mp primary camera  upto gb ram  qualcomm snapdragon    mah battery o'^2019-05-14^03:57:17^1423"
"1128147972380692480^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^04:00:11^2"
"1128150231323774976^'nvidia  qualcomm back $m funding round for storage startup wekaio'^2019-05-14^04:09:09^577"
"1128150246813573120^'nvidia  qualcomm back $m funding round for storage startup wekaio via siliconangle'^2019-05-14^04:09:13^1587"
"1128150264228139010^'check out with on how built a thriving influencer marketing program clapping hands signclapping hands signclapping hands sign'^2019-05-14^04:09:17^15542"
"1128150579237122048^'rt :  mp primary camera  upto gb ram  qualcomm snapdragon    mah battery o'^2019-05-14^04:10:32^1785"
"1128150801229049856^'so finally it's here oneplusserieslaunch today at : pm oneplusseries comprises of  pro and  comes with an octa-core qualcomm snapdragon  processor and come with gb of ram'^2019-05-14^04:11:25^2870"
"1128150869126537217^'rt : 's case study on found the company had an economic impact of nerly $ billion in the san diego economy'^2019-05-14^04:11:41^1885"
"1128151252594860033^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^04:13:13^14"
"1128151290855546880^'nvidia  qualcomm back $m funding round for storage startup wekaio'^2019-05-14^04:13:22^16519"
"1128151706183831552^'qualcomm's ceo got a $ million bonus for settling its legal war with apple via'^2019-05-14^04:15:01^850867"
"1128152096811909120^'rt : qualcomm's ceo got a $ million bonus for settling its legal war with apple via'^2019-05-14^04:16:34^774"
"1128152563147083778^'rt : i don't see why we can have a snapdragon foldable smaller sized clamshell pc'^2019-05-14^04:18:25^1138"
"1128152922863357957^'rt : a big blow for intel the future will be g intel exits g phone modem business after apple-qualcomm settlement | venturebe'^2019-05-14^04:19:51^638"
"1128153510552301568^'rt : don't let this shot by sdsu alumni kawhi leonard distract you from the fact that sdsu still doesn't deserve the qualcomm s'^2019-05-14^04:22:11^139"
"1128153938589405184^'liquid cool disappeared after  month of usage expressionless face'^2019-05-14^04:23:53^8"
"1128155937800220673^'imagine if sony came back and did a folding computer the vaio logo branding already fits'^2019-05-14^04:31:50^252"
"1128157496357474305^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^04:38:01^5717"
"1128158271750041600^'huawei has a matebook e with a qualcomm snapdragon  - neowin'^2019-05-14^04:41:06^65"
"1128159211836321793^'rt : great article about the hard work and compromise that s of engineers must do to specify our wireless systems dino exempli'^2019-05-14^04:44:50^543"
"1128159257629724675^'qualcomm and nokia-branded smartphone maker sign g patent agreement -'^2019-05-14^04:45:01^61136"
"1128159510688702464^'rt : ) mp+mp+mp a primary cameras ) upto gb ram ) qualcomm(r) snapdragon(tm)  ) mah battery '^2019-05-14^04:46:02^36"
"1128159513943560193^'qualcomm and nokia-branded smartphone maker sign g patent agreement'^2019-05-14^04:46:02^4181"
"1128159525154856960^'rt : ) mp+mp+mp a primary cameras ) upto gb ram ) qualcomm(r) snapdragon(tm)  ) mah battery onep'^2019-05-14^04:46:05^36"
"1128159538949963778^'rt : specs- ) mp+mp+mp a primary cameras ) upto gb ram )qualcomm(r) snapdragon(tm)  ) mah battery '^2019-05-14^04:46:08^36"
"1128159693388431360^'rt : qualcomm and nokia-branded smartphone maker sign g patent agreement -'^2019-05-14^04:46:45^91"
"1128159893632851968^'redmi k pro with qualcomm snapdragon  full specs leaked  could launch as poco f for global markets redmikpro redmi pocof pocophonef redmik xiaomi'^2019-05-14^04:47:33^186"
"1128160072905871361^'rt : redmi k pro with qualcomm snapdragon  full specs leaked  could launch as poco f for global markets'^2019-05-14^04:48:16^25"
"1128160699056680961^'sparklesmp primary camera sparkles qualcomm snapdragon  sparkles mah battery sparklesupto gb ram onepluspro oneplusseries join'^2019-05-14^04:50:45^1456"
"1128160989822611457^'sparklesmp primary camera sparkles qualcomm snapdragon  sparkles mah battery sparklesupto gb ram onepluspro oneplusseries join'^2019-05-14^04:51:54^1456"
"1128161194382987264^'rt : switch to snapdragon  with liquidcool technology and get unbeatable performance on the pocof get yours from'^2019-05-14^04:52:43^350"
"1128161235873042432^'rt : we're kicking off 's th anniversary summer series with jump/cuts: reel voices on may  at '^2019-05-14^04:52:53^383"
"1128161451133169664^'no thank you'^2019-05-14^04:53:44^1208"
"1128161467251994624^'new post: qualcomm and nokia-branded smartphone maker sign g patent agreement'^2019-05-14^04:53:48^138"
"1128161950368784385^'rt : qualcomm and nokia-branded smartphone maker sign g patent agreement -'^2019-05-14^04:55:43^119"
"1128162099027333122^'xiaomi | redmi y cheering megaphone sale today   pm glowing star starting rs  glowing star mp ai selfie camera | qualcomm snapdragon  white right pointing backhand indexemoji modifier fitzpatrick type-'^2019-05-14^04:56:19^1916"
"1128162956921921536^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^04:59:43^1109"
"1128163189697290240^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^05:00:39^29"
"1128163361722527744^'qualcomm stock may help make your portfolio g ready qcom qualcomm g nasdaq nyse dowjones stockstowatch stocks volatility markets'^2019-05-14^05:01:20^13"
"1128163370513969152^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^05:01:22^208"
"1128163447860916224^'primary camera- mp qualcomm snapdragon -  chip set upto - gb ram battery-  mah battery onepluspro oneplusseries'^2019-05-14^05:01:40^52"
"1128163447529721856^'nokia's going g with qualcomm inside -'^2019-05-14^05:01:40^71"
"1128163691625533442^'] mp primary camera ] qualcomm snapdragon  ] upto gb ram ] mah battery onepluspro oneplusseries waitingfor'^2019-05-14^05:02:39^37"
"1128164323824562177^') mp primary camera ) qualcomm snapdragon  ) upto gb ram ) mah battery onepluspro oneplusseries waitingfor oneplus'^2019-05-14^05:05:09^2323"
"1128164544759472128^') mp primary camera ) qualcomm snapdragon  ) upto gb ram ) mah battery onepluspro oneplusseries waitingfor oneplus'^2019-05-14^05:06:02^2323"
"1128164834598473728^' mp primary camera  mah battery qualcomm snapdragon  upto  gb ram onepluspro oneplusseries'^2019-05-14^05:07:11^3208"
"1128165097023713280^'qualcomm and nokia-branded smartphone maker sign g patent agreement'^2019-05-14^05:08:14^138"
"1128165641796456449^'and both share the objective of unlocking the value of g accelerating its adoption worldwide which is why we're thrilled to add them to our portfolio technologydaily newtechnology porbandar'^2019-05-14^05:10:23^12"
"1128166105619607552^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^05:12:14^24"
"1128166866826907648^'mp primary camera upto gb ram qualcomm snapdragon(tm)   mah battery onepluspro oneplusseries'^2019-05-14^05:15:16^521"
"1128166959944744960^'nokia's going g with qualcomm inside qualcomm and hmd global announced today a partnership deal for rolling out g on nokia-branded mobile devices what does this mean? basically nokia's going to keep making phones  which will include g variants and qualcomm will be provi'^2019-05-14^05:15:38^5"
"1128167279710167040^'new post: qualcomm and nokia-branded smartphone maker sign g patent agreement - phone arena'^2019-05-14^05:16:54^138"
"1128167308617080832^'ramona's susan brinchman leads fight to stop g deployment  plans wednesday rally against ""big wireless"" also slams ""hit piece""'^2019-05-14^05:17:01^537"
"1128167541803761665^'rt : qualcomm and nokia-branded smartphone maker sign g patent agreement -'^2019-05-14^05:17:56^751"
"1128168701742600192^'rt :  mp primary camera upto gb ram qualcomm(r) snapdragon(tm)   mah battery onepluspro join'^2019-05-14^05:22:33^122"
"1128169134745903105^'swisscom and qualcomm bring first commercial g services to europe telecoms'^2019-05-14^05:24:16^125"
"1128171415692140544^'lpu b tech student ajay prati is placed at fortune  company qualcomm on a package of rs  lakhs we are proud of you verto and stand by your side with your celebrations thinkbig placementsatlpu lakhssalary dreampackage careeratlpu opportunitiesatlpu company'^2019-05-14^05:33:20^6124"
"1128171513624944641^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^05:33:43^1365"
"1128171722233004033^'mp primary camera black heart qualcomm snapdragon  heavy black heart[?] upto gb ram green heart  mah battery blue heart most awaited flagship smartphone of the year onepluspro oneplusseries big wish to be the winner fire'^2019-05-14^05:34:33^8"
"1128172042673696769^'mp primary camera black heart qualcomm snapdragon  heavy black heart[?] upto gb ram green heart  mah battery blue heart most awaited flagship smartphone of the year onepluspro oneplusseries big wish to be the winner fire'^2019-05-14^05:35:50^8"
"1128172811590127616^'mi a with qualcomm snapdragon  + back camera mp front camera mah battery quick charge  glass body type c gorilla glass dot notch etc'^2019-05-14^05:38:53^50"
"1128173440781840384^'triangular flag on post xiaomi | redmi y cheering megaphone sale today   pm click here to shop glowing star starting rs   glowing star mp ai selfie camera | qualcomm snapdragon  tuesdaythoughts tuesdaymotivation redmi'^2019-05-14^05:41:23^552"
"1128173725910687745^'triangular flag on post xiaomi | redmi y cheering megaphone sale today   pm glowing star starting rs   glowing star mp ai selfie camera | qualcomm snapdragon  white right pointing backhand indexemoji modifier fitzpatrick type- xiaomi redmi redmiy'^2019-05-14^05:42:31^170"
"1128176378560409600^'""qualcomm and nokia-branded smartphone maker sign g patent agreement: under the terms of the agreement  qualcomm has granted hmd global royalty-bearing patent licenses to develop  manufacture and sell branded g  patentnews'^2019-05-14^05:53:03^508"
"1128176416715984898^' war memorial (laramie)  folsom field  darrell k royal (ut)  qualcomm stadium  beaver stadium'^2019-05-14^05:53:12^438"
"1128176724431097856^'so finally it's here oneplusserieslaunch today at : pm oneplusseries comprises of two  and  pro with an octa-core qualcomm snapdragon  processor and /gb of ram xender'^2019-05-14^05:54:26^2870"
"1128178130340995072^'daring fireball alexa digital key photogrammetry qualcomm to aubergine aubergine'^2019-05-14^06:00:01^32"
"1128178648010432512^'rt : so finally it's here oneplusserieslaunch today at : pm oneplusseries comprises of two  and  pro with an octa-cor'^2019-05-14^06:02:04^14620"
"1128179292301557765^'[americanas] smartphone asus zenfone max pro (m) gb dual chip android oreo tela "" qualcomm'^2019-05-14^06:04:38^1570"
"1128180922056970242^'rt : onepluspro might have camera = mp +mp+mp battery=  mah processor=qualcomm new snapdragon  processor'^2019-05-14^06:11:07^19"
"1128182042632626176^'rt : original box huawei honor mediapad t gb qualcomm snapdragon   inch android  lte tablet gold'^2019-05-14^06:15:34^35060"
"1128182281254780928^'qualcomm and nokia-branded smartphone maker sign g patent agreement'^2019-05-14^06:16:31^29659"
"1128182569059491840^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^06:17:39^995"
"1128183469476143104^'qualcomm and hmdglobal sign g multimode global patent license agreements | qualcomm'^2019-05-14^06:21:14^461"
"1128184002609864704^'boycottchina supporttrump biden family in bed with china'^2019-05-14^06:23:21^14592"
"1128184786969878528^'i can bet with you qualcomm quick charge  will charge a phone from  to  faster than my friends lmao'^2019-05-14^06:26:28^53"
"1128185135931830278^'rt : boycottchina supporttrump biden family in bed with china'^2019-05-14^06:27:51^24544"
"1128186456139157505^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^06:33:06^50"
"1128187162250436608^'qualcomm and nokia-branded smartphone maker sign g patent agreement - phone arena'^2019-05-14^06:35:54^9"
"1128187464609230848^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^06:37:06^6"
"1128187998909095936^'it will be like redmi is contesting with it's own device in this price rangesmirking face it might be the device which manu sir revealed which is coming with  qualcomm processor!!'^2019-05-14^06:39:14^239"
"1128188693150175232^')  mp primary camera ) upto gb ram ) qualcomm snapdragon (tm)  )  mah battery onepluspro oneplusseries oneplus waitingfor'^2019-05-14^06:41:59^22"
"1128188985937842176^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-14^06:43:09^129"
"1128189141806505984^'yeah i was right  a new series that is ""s"" series is heading to india winking face wish this to be the same device powered with qualcomm  soc face savouring delicious food finger crossed mpforeveryone redmi'^2019-05-14^06:43:46^239"
"1128189346589233152^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^06:44:35^2882"
"1128189398766497792^'qualcomm and nokia-branded smartphone maker sign g patent agreement - smartphone'^2019-05-14^06:44:48^641"
"1128189840665657345^'qualcomm and nokia-branded smartphone maker sign g patent agreement - phone arena'^2019-05-14^06:46:33^1420"
"1128189987252527104^' mp primary camera upto  gb ram qualcomm snapdragon   mah battery onepluspro oneplusseries waitingfor tagging'^2019-05-14^06:47:08^3713"
"1128189988951117825^'onepluspro specifications would be: -camera: mp (f/  ois) + mp (f/  ois  telephoto) + mp (pdaf  ultrawide) -processor: qualcomm snapdragon  -mah battery -upto gb ram neversettle oneplus'^2019-05-14^06:47:08^213"
"1128190561004007424^'qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones'^2019-05-14^06:49:25^6685"
"1128190734291439617^'rt : qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones https:/'^2019-05-14^06:50:06^3788"
"1128190788351827968^'rt : qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones https:/'^2019-05-14^06:50:19^149"
"1128190844597485568^'rt : nokia's going g with qualcomm inside'^2019-05-14^06:50:32^1127"
"1128190892735467526^'rt : qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones https:/'^2019-05-14^06:50:44^1961"
"1128191230440026113^'rt : tomorrow's wireless world may be a revolution as promised but qualcomm's dino flore tells how the tech is forged slowly in'^2019-05-14^06:52:04^543"
"1128192307293851648^'rt :  mp primary camera with f/ aperture  qualcomm snapdragon   upto gb ram  mah battery '^2019-05-14^06:56:21^268"
"1128192739110207488^'doheny asset management holding in qualcomm (qcom) boosted by $; gilder gagnon  fut tag latin small letter gtag latin small letter btag latin small letter etag latin small letter ntag latin small letter gcancel tag fifa'^2019-05-14^06:58:04^53411"
"1128192881812840448^'rt : qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones https:/'^2019-05-14^06:58:38^143"
"1128193222344364032^'rt : can't wait! &gt; snapdragon  mobile platform enables the galaxy s line-up with multi-gigabit connecti'^2019-05-14^06:59:59^38348"
"1128193225833848832^'get free tickets to the kickoff of jump/cuts-- a summer series celebrating our th anniversary--jump/cuts: reel voices on may  at irwin m jacobs hall  tickets more info:'^2019-05-14^07:00:00^7147"
"1128193437079990273^'rt : qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones https:/'^2019-05-14^07:00:50^1205"
"1128193566382145537^'rt : qualcomm and hmd global signed a patent license agreement for g  g  and g nokia phones https:/'^2019-05-14^07:01:21^59"
"1128193963830251520^'connected car mm market likely to boost future growth by  | key players: qualcomm '^2019-05-14^07:02:56^11458"
"1128194432233242624^'yahoofinance: qualcomm's ceo got a $ million bonus for settling its legal war with apple via cnbc'^2019-05-14^07:04:48^492"
"1128194528773492736^'is this a custom rom? or something wrong with the dual app feature? i have not seen anything like this for the april update  i mentioned in previous tweets that due to a qualcomm patch that we are merging  it'll be released in june with the other improvements'^2019-05-14^07:05:11^10807"
