"1127726131686379525^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:03:56^10227"
"1127726351971123200^'rt : you idiots below on these comments are missing the point! no russians influenced we the people that elected him  while hill'^2019-05-13^00:04:49^503"
"1127726365527113728^'rt : ""rino hunt"" republicans attack sen richard burr (r-nc) over decision to subpoena trump jr 'sort of maliciou'^2019-05-13^00:04:52^37094"
"1127726380299558913^'rt : i've got some buds at del rio sector intel  i'll fwd this to them so they can tak'^2019-05-13^00:04:55^2695"
"1127726401308770304^'rt : i don't know  have never met or spoken w/   but his being subpoenaed by senate intel after sc report finds n'^2019-05-13^00:05:00^1178"
"1127726414768279552^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:05:04^63"
"1127726417721085959^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:05:04^8197"
"1127726428689129473^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:05:07^6820"
"1127726438986199047^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:05:09^4456"
"1127726442027130880^'dems continue to tell the american ppl they owe it to america to provide oversight on the trump administration continual stating russia meddled in our election we know this trump knows this every intel agency in dc is working on the problem mueller investigation is over'^2019-05-13^00:05:10^2837"
"1127726447471288321^'why does version  lose my i and wifi  network adapters? they work in the previous version  don't even appear as unknown in device manager'^2019-05-13^00:05:11^279"
"1127726449945792512^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:05:12^4779"
"1127726455868227584^'this constant bickering and childish behavior has to stop thats what the people really want'^2019-05-13^00:05:13^57"
"1127726477859012613^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:05:19^742"
"1127726522242985984^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:05:29^70"
"1127726523337908224^'rt : dnc worked with russian intel to overthrow president  this is why we have the abusive contempt attack on ag'^2019-05-13^00:05:29^1178"
"1127726525359579136^'rt : breaking: jared kushner just admitted he knew via us intel the saudi crown prince ordered the murder of jamal khashoggi kushne'^2019-05-13^00:05:30^35"
"1127726534138236928^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:05:32^833"
"1127726567147204608^'rt : this is just plain wrong and deplorable graham  a gop us senator is advising don jr to disobey a senate'^2019-05-13^00:05:40^526"
"1127726568296435713^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:05:40^108"
"1127726601406300160^'no hoax you are a dirty politician dirty as they come your run will end yes-obstruction multiplied fat ass coverer'^2019-05-13^00:05:48^1920"
"1127726613293088768^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:05:51^13"
"1127726629218709505^'rt : boy can we tell how guilty you are you cant help yourself but scream out that you did it  youre guilty and you are telli'^2019-05-13^00:05:55^1249"
"1127726644251074561^'use arria studio  to provide natural language narratives and enhance your reports dramatically nlg arrianlg arria'^2019-05-13^00:05:58^453"
"1127726649385062400^'rt : fly intel: top five weekend stock stories $teva $gm $trow $sftby $sftbf $dis $sre $jpm $nee $apd $hon $mkc $msft $ups $jbht'^2019-05-13^00:06:00^387"
"1127726656578134016^'is the shirt intel orrr??'^2019-05-13^00:06:01^201"
"1127726657974833153^'rt : sens burr and warner claim the intel committee is ""bi-partisan"" really? you're persecuting but are y'^2019-05-13^00:06:02^76"
"1127726658109300736^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:06:02^2091"
"1127726660294447104^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:02^159"
"1127726660420288513^'rt : fbi's steele story falls apart: false intel and media contacts were flagged before fisa | [?][?]'^2019-05-13^00:06:02^5415"
"1127726667928092672^'rt : the rest of us got up and gave cards to the mothers of our children'^2019-05-13^00:06:04^226"
"1127726671229067268^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:06:05^472"
"1127726685300887553^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:06:08^1027"
"1127726697837547521^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:06:11^1431"
"1127726707245342721^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:06:13^1249"
"1127726707954393088^'rt : so many holes in the russiagate story so good to finally flip the tables on the real crooks'^2019-05-13^00:06:13^5415"
"1127726718876356609^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:16^1827"
"1127726758013411329^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:06:25^1947"
"1127726790137602048^'rt : dear rudy  your people need to investigate why our own state department provided intel about amcit to for'^2019-05-13^00:06:33^3268"
"1127726790464589824^'rt : fbi's steele story falls apart: false intel and media contacts were flagged before fisa | [?][?]'^2019-05-13^00:06:33^100"
"1127726791219658752^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:33^29"
"1127726792503189505^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:34^650"
"1127726803496439809^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:06:36^82"
"1127726816163237889^'rt : in late october   the fbi used the steele dossier to get a secret warrant to spy on the trump campaign even though as'^2019-05-13^00:06:39^1626"
"1127726824325300224^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:41^38"
"1127726825529139200^'rt : sneaky creepy joe biden; ""not even a whisper of scandal in the obama administration"" of course there was none you wea'^2019-05-13^00:06:42^27029"
"1127726830717407234^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:43^3113"
"1127726841765064705^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:45^238"
"1127726842729914368^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:06:46^80"
"1127726843136761857^'rt : in late october   the fbi used the steele dossier to get a secret warrant to spy on the trump campaign even though as'^2019-05-13^00:06:46^4891"
"1127726848765460483^'you bet it is i don't see why he has to appear after  hours of q&amp;a before or if he goes just utter these words i don't recall just like pos killary'^2019-05-13^00:06:47^3684"
"1127726853962076160^'hp pavilion gaming laptop "" fhd ips  intel th gen i+h  nvidia gtx ti gb  gb ram  gb intel optane memory  tb hdd  narrow border design  windows  home (-cxnr black)'^2019-05-13^00:06:48^141"
"1127726858022395905^'rt : rogers flynn intel patriots had to work and suffer in the viper den to bring dark -&gt; light qanon wwgwga whatdidgenflynn'^2019-05-13^00:06:49^4115"
"1127726859553320960^'rt : instead of the subpoenaing   senate intel needs to subpoena  susan rice  comey  james clapper  stefan ha'^2019-05-13^00:06:50^13285"
"1127726861197426690^'schiff's subpoena should include all that info ) full un-redacted mueller report ) all underlying evidence ) all counter-intelligence doj/fbi collected especially from agents embedded within mueller's office  but whose work wasn't in the report'^2019-05-13^00:06:50^18751"
"1127726865437921280^'rt : fbi  house intel  senate intel and mueller's special counsel investigated trump for  years without inspecting the ""hacked""'^2019-05-13^00:06:51^1052"
"1127726870324113408^'hp pavilion gaming laptop "" fhd ips  intel th gen i+h  nvidia gtx ti gb  gb ram  gb intel optane memory  tb hdd  narrow border design  windows  home (-cxnr black)'^2019-05-13^00:06:52^141"
"1127726885822259204^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:06:56^4218"
"1127726886669492230^'hp pavilion gaming laptop "" fhd ips  intel th gen i+h  nvidia gtx ti gb  gb ram  gb intel optane memory  tb hdd  narrow border design  windows  home (-cxnr black)'^2019-05-13^00:06:56^141"
"1127726897566081025^'hp pavilion gaming laptop "" fhd ips  intel th gen i+h  nvidia gtx ti gb  gb ram  gb intel optane memory  tb hdd  narrow border design  windows  home (-cxnr black)'^2019-05-13^00:06:59^141"
"1127726908760887296^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:01^2098"
"1127726909465321473^'hp pavilion gaming laptop "" fhd ips  intel th gen i+h  nvidia gtx ti gb  gb ram  gb intel optane memory  tb hdd  narrow border design  windows  home (-cxnr black)'^2019-05-13^00:07:02^141"
"1127726918877319169^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:04^813"
"1127726921972842496^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:07:05^2743"
"1127726923658850305^'hp pavilion gaming laptop "" fhd ips  intel th gen i+h  nvidia gtx ti gb  gb ram  gb intel optane memory  tb hdd  narrow border design  windows  home (-cxnr black)'^2019-05-13^00:07:05^141"
"1127726923759534085^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:07:05^50"
"1127726931036835846^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:07^39"
"1127726933913919489^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:07:07^25"
"1127726955879706624^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:13^1093"
"1127726969561538562^'just because we wanted to be fat asses and eat  big bags face with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyface with tears of joyloudly crying faceloudly crying faceloudly crying faceface with tears of joyi aint even open my party size bag intel today so my stomoch fucked up and i wanna cry and now i left my friends behind i aint even say bye to my guy friend face with tears of joyface with tears of joyface with tears of joy but ill see them in  weeks'^2019-05-13^00:07:16^179"
"1127726974842146816^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:07:17^29"
"1127726979447443457^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:07:18^2654"
"1127726993250844672^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:22^964"
"1127726995733872646^'an llm that has  apparently  not heard of the pentagon papers the crime is in transferring top secret/classified intel to someone not approved to have it again  this is basic l stuff  that an llm should not be getting wrong'^2019-05-13^00:07:22^7627"
"1127727005166862338^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:07:24^7295"
"1127727008954372096^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:07:25^95"
"1127727011651358725^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:07:26^159"
"1127727044513738752^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:07:34^2977"
"1127727053963444229^'[?][?]trump [?][?] kaga rumorsrumorsabout gitmopotus call it anything you want comey island hell's gate just get barrs to keep them in'^2019-05-13^00:07:36^903"
"1127727062364692481^'% of senior executives cite a lack of familiarity with technology to be a barrier to digital transformation'^2019-05-13^00:07:38^2170"
"1127727069021052933^'rt : the rest of us got up and gave cards to the mothers of our children'^2019-05-13^00:07:40^210"
"1127727072015736833^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:07:40^1784"
"1127727084984389632^'rt : jw announced it received  pages of records from the doj showing that former senior doj bruce ohr in his jan  prep'^2019-05-13^00:07:43^276"
"1127727086016303105^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:44^429"
"1127727086649655297^'rt : hard to justify senate subpoena of  after two years of investigations by mueller  senate house as well a'^2019-05-13^00:07:44^3029"
"1127727087371071489^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:07:44^10114"
"1127727110645329920^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:07:49^27"
"1127727114608881665^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:07:50^173"
"1127727130622799873^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:07:54^273"
"1127727175623499776^'rt : with at the head of the senate intel committee  you would think that democrats won back the senate in '^2019-05-13^00:08:05^1323"
"1127727177464786944^'rt : in late october   the fbi used the steele dossier to get a secret warrant to spy on the trump campaign even though as'^2019-05-13^00:08:05^67"
"1127727178055962624^'rt : reminder: this is going to weigh heavy on the fbi these docs reveal so much and put quite a few senior fbi officials inv'^2019-05-13^00:08:06^2990"
"1127727179712778240^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:06^27"
"1127727204417384449^'rt : schiff's subpoena should include all that info ) full un-redacted mueller report ) all underlying evide'^2019-05-13^00:08:12^5341"
"1127727208800428033^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:08:13^112"
"1127727229687955456^'rt : intel points to ukraine working with dnc to collude in  election failed attempt to frame  '^2019-05-13^00:08:18^6726"
"1127727248285622274^'rt : liddle phony leaker subpoenas doj panic intensifies d'^2019-05-13^00:08:22^8681"
"1127727249413758976^'rt : webassembly micro runtime a wasm runtime from intel  written in c currently it interprets wasm mod'^2019-05-13^00:08:23^1711"
"1127727255952789505^'rt : the career politicians are actively spinning why the'^2019-05-13^00:08:24^6726"
"1127727255659130880^'intel?s nm cannon lake processors will be ready by late  microsoft science'^2019-05-13^00:08:24^2630"
"1127727264416894977^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:08:26^195"
"1127727265956147200^'rt : sens burr and warner claim the intel committee is ""bi-partisan"" really? you're persecuting but are y'^2019-05-13^00:08:27^130"
"1127727273182998528^'rt : this is a very important story'^2019-05-13^00:08:28^1178"
"1127727292590043136^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:33^851"
"1127727295035269120^'when decent americans think about it  what's never happened is having a morally bankrupt $ million fraud run for potus who welcomes a murdering autocrats ""support "" sides w/putin over us leos protecting our democracy and obstructs the investigation illegitimate treasonweasel'^2019-05-13^00:08:33^458"
"1127727299514830849^'rt : in late october   the fbi used the steele dossier to get a secret warrant to spy on the trump campaign even though as'^2019-05-13^00:08:35^1786"
"1127727302564024320^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:35^99"
"1127727302698328064^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:35^472"
"1127727307903381505^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:37^65"
"1127727310801637378^'rt : fbi's steele story falls apart: false intel and media contacts were flagged before fisa | thehill'^2019-05-13^00:08:37^6726"
"1127727312462462976^'rt : one of the defenses of the steele dossier has been  ""oh  it's only 'raw intelligence ' so don't put too much emphasis on i'^2019-05-13^00:08:38^532"
"1127727325183971328^'why rss wants to impose and idiot as a prime minister who can be easily fooled into anything by investment agencies  intelligence  ministers  bureaucracy and other countries? don't rss have more able man than a chaiwala?'^2019-05-13^00:08:41^61"
"1127727325246885890^'rt : this is a very important story'^2019-05-13^00:08:41^3029"
"1127727327268429824^'rt : sens burr and warner claim the intel committee is ""bi-partisan"" really? you're persecuting but are y'^2019-05-13^00:08:41^1345"
"1127727329738780672^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:08:42^391"
"1127727343013957634^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:08:45^419"
"1127727344351895552^'rt : i don't know  have never met or spoken w/   but his being subpoenaed by senate intel after sc report finds n'^2019-05-13^00:08:45^3029"
"1127727347556159493^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:08:46^134"
"1127727352111353856^'obama classified intel showing assad was using crematoriums to get rid of evidence of tortured syrian detainees - victims include children obama acted to cover up genocide'^2019-05-13^00:08:47^3473"
"1127727357194797056^'rt :  calls out ""weak"" richard burr and the senate intel committee: ""they want back to keep this h'^2019-05-13^00:08:48^21220"
"1127727363024924672^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:50^53"
"1127727382893355008^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:08:54^13127"
"1127727417429073920^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:09:03^54"
"1127727420293943297^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:09:03^118"
"1127727421338398725^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:09:04^1302"
"1127727432482553857^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:09:06^18991"
"1127727445224972289^'rt : [?][?]trump [?][?] kaga rumorsrumorsabout gitmopotus call it anything you want comey island hell's g'^2019-05-13^00:09:09^693"
"1127727448655847425^'rt : the deep state now in a very real panic know justice is coming  the evidence this time is real  concrete  and very dam'^2019-05-13^00:09:10^2783"
"1127727464921300997^'rt : ""for nearly two years now  the intelligence community has kept secret evidence in the russia collusion case that directly u'^2019-05-13^00:09:14^72"
"1127727467601571840^'rt : one of the defenses of the steele dossier has been  ""oh  it's only 'raw intelligence ' so don't put too much emphasis on i'^2019-05-13^00:09:15^621"
"1127727479257432070^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:09:17^155"
"1127727486962241537^'rt : ""rino hunt"" republicans attack sen richard burr (r-nc) over decision to subpoena trump jr 'sort of maliciou'^2019-05-13^00:09:19^4459"
"1127732517388390400^'my man with the intel person with folded hands'^2019-05-13^00:29:19^26163"
"1127732518898274306^'rt : in late october   the fbi used the steele dossier to get a secret warrant to spy on the trump campaign even though as'^2019-05-13^00:29:19^44033"
"1127732527018520578^'rt : globalist have created this by infiltrating latin governments with left leaning policies that have ruined their economie'^2019-05-13^00:29:21^2859"
"1127732550636425216^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:29:26^431"
"1127732559629168640^'rt : sens burr and warner claim the intel committee is ""bi-partisan"" really? you're persecuting but are y'^2019-05-13^00:29:29^12488"
"1127732605347082240^'rt : rumors are that will rename gitmo ""comey island"" and will use it to house the dirty cops  intel agent'^2019-05-13^00:29:40^13267"
"1127732617229611010^'rt : in  meeting with steele-state dept kavalec does more to verify steele dossier than fbi/ muellerdossier team did in  year'^2019-05-13^00:29:42^127"
"1127732626910056454^'rt : trump can see the future because he controls it he's seen all the intel he's seen everything he can't tell us yet but he'^2019-05-13^00:29:45^3135"
"1127732630886207493^'template: christophersteele  orbis intel hired by shadow entity ""the democracy integrity project""  funded by soros  rob reiner  and founders of facebook  twitter  google via silicon valley foundation fund for a better future'^2019-05-13^00:29:46^49"
"1127732646157492224^'rt : in  meeting with steele-state dept kavalec does more to verify steele dossier than fbi/ muellerdossier team did in  year'^2019-05-13^00:29:49^29"
"1127732648019988480^'rt : i realize the article attributes the supposed iranian ""threats"" to us intel  but in tense times like these we have to be e'^2019-05-13^00:29:50^9443"
"1127732657830412288^'rt : okay'^2019-05-13^00:29:52^1857"
"1127732678059483136^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:29:57^999"
"1127732683117879301^'rt : ) here is a listing of  of the  interviews the remaining  were interviews w/withheld transcripts - relating to'^2019-05-13^00:29:58^335"
"1127732694199283713^'rt : one of the defenses of the steele dossier has been  ""oh  it's only 'raw intelligence ' so don't put too much emphasis on i'^2019-05-13^00:30:01^407"
"1127732701946163200^'rt : breaking: trump says he was ""spied"" on by ""intel agencies"" ""democrats"" he wasn't spied on--he was investigated if he didn't'^2019-05-13^00:30:03^109"
"1127732708485083136^'rt : schiff's subpoena should include all that info ) full un-redacted mueller report ) all underlying evide'^2019-05-13^00:30:04^2196"
"1127732711152603136^'rt : sens burr and warner claim the intel committee is ""bi-partisan"" really? you're persecuting but are y'^2019-05-13^00:30:05^127"
"1127732703724314624^'github trending archive   may   all swiftwasm/swift  intel/rust-hypervisor-firmware  nvlabs/funit  onceupon/bash-oneliner  victorvoid/dinoql  turbogears/tg  microsoft/wil  intel/wasm-micro-runtime  nodemailer/wildduck'^2019-05-13^00:30:03^196"
"1127732719105056768^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:30:07^1231"
"1127732737727713281^'rt : in late october   the fbi used the steele dossier to get a secret warrant to spy on the trump campaign even though as'^2019-05-13^00:30:11^83"
"1127732770095210498^'rt : with at the head of the senate intel committee  you would think that democrats won back the senate in '^2019-05-13^00:30:19^215"
"1127732773182234629^'hot damn thanks for the intel - hello mona! you are pretty inspiring thanks for your service'^2019-05-13^00:30:20^1795"
"1127732773131702272^'rt : with at the head of the senate intel committee  you would think that democrats won back the senate in '^2019-05-13^00:30:20^9465"
"1127732788424314880^'rt : sens burr and warner claim the intel committee is ""bi-partisan"" really? you're persecuting but are y'^2019-05-13^00:30:23^12359"
"1127732790949105664^'rt : do your research this craft has existed since the late s / early s  but controlled by a consortium o'^2019-05-13^00:30:24^10518"
"1127732796796145664^'enter a laptop giveaway by intel'^2019-05-13^00:30:25^2"
"1127732801716015104^': if we are is to be with the san franciscans in northern california  then  we use my bonus to jumpstart this company known as intel-pro analysis company we can integrate it with the salesforce company by marc benioff'^2019-05-13^00:30:26^17"
"1127732802219171840^'public release of the third blowjob face poll winner  taki in her soulcaliburvi gear  gathering intel like a true kunoichi~ heavy black heart[?] taki soulcalibur cumshot and and nude versions available exclusively to patrons! please consider supporting at:'^2019-05-13^00:30:26^3285"
"1127732810717061121^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:30:28^57"
"1127732810746228736^'rt :  russia attacked american democracy  intelligence agencies tried to protect it  they determined that the kremlin or'^2019-05-13^00:30:29^641"
"1127732828391657472^'hp -cbwm stream -inch intel n gb gb windows  thin laptop (renewed)'^2019-05-13^00:30:33^763"
"1127732834934804480^'rt : rumors are that will rename gitmo ""comey island"" and will use it to house the dirty cops  intel agent'^2019-05-13^00:30:34^4437"
"1127732839095721985^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:30:35^2779"
"1127732839276077059^'rt : hoax my campaign was being seriously spied upon by intel agencies and the democrats this never happened before i'^2019-05-13^00:30:35^6130"
"1127732850051174401^'rt : one of the defenses of the steele dossier has been  ""oh  it's only 'raw intelligence ' so don't put too much emphasis on i'^2019-05-13^00:30:38^1435"
"1127732850164473856^'rt : the rest of us got up and gave cards to the mothers of our children'^2019-05-13^00:30:38^856"
"1127732851800203264^'rt : rumors are that will rename gitmo ""comey island"" and will use it to house the dirty cops  intel agent'^2019-05-13^00:30:38^1619"
"1127732852320288770^'rt : time to declassify those documents mr president the american people want to know it's time!!! '^2019-05-13^00:30:38^911"
"1127732856166526976^'rt : dia is unique among intel agencies they forgo the chain of command reporting directly to the secretary of defense they'^2019-05-13^00:30:39^1707"
"1127732877653893124^'let's curtail comments like  ""happy to educate you on intel"" until you know my past experience in intel so my general point here is  many are saying  ""that's not muellers job"" ok  granted so why would mueller go outside the scope of his job and say  trump is not exonerated'^2019-05-13^00:30:44^21770"
"1127732880807989254^'rt : so many holes in the russiagate story so good to finally flip the tables on the real crooks'^2019-05-13^00:30:45^1707"
"1127732896507269121^'rt : who has access to more intel than anyone on planet planet earth? potus would he risk his presidency over lying about this'^2019-05-13^00:30:49^3695"
"1127732916828635137^'rt : jw president appeared on to discuss the senate intel committee issuing a subpoena for '^2019-05-13^00:30:54^50727"
"1127732919135502342^'rt : public release of the third blowjob face poll winner  taki in her soulcaliburvi gear  gathering intel like a true kunoich'^2019-05-13^00:30:54^42"
"1127732920003825665^'rt : who has access to more intel than anyone on planet planet earth? potus would he risk his presidency over lying about this'^2019-05-13^00:30:55^444"
"1127732923581501441^'please see this thread all'^2019-05-13^00:30:55^697"
"1127732938265845762^'rt : who else informed fbi that the steele dirtydossier was political before the c page fisablack question mark ornament >[?]deputy asst sos kathleen'^2019-05-13^00:30:59^6920"
"1127732962693242880^'rt : this is just plain wrong and deplorable graham  a gop us senator is advising don jr to disobey a senate'^2019-05-13^00:31:05^572"
