"1125552843744792576^'$mrk ubs target for merck raised to $'^2019-05-07^00:08:04^340"
"1125572871240085505^'here comes the beautiful edition of oneplus mobiles oneplus comes with mp+mp +mp primary camera qualcomm(r) snapdragon (tm)   mah battery and comes with gb/gb/gb ram excellent_mobile onepluspro oneplus oneplus_in oneplusseries'^2019-05-07^01:27:39^3"
"1125572884221399040^'mp primary camera  mah battery  gb ram  qualcomm snapdragon  soc'^2019-05-07^01:27:42^17"
"1125572893834870784^'expected specifications for one plus  pro: ) camera - ++ triple camera primary camera of  mega pixel with f/ aperture ) battery capacity - mah ) processor - qualcomm snapdragon  processor ) ram upto  gb'^2019-05-07^01:27:44^8"
"1125573020662190080^'onepluspro oneplus  mp primary camers qualcomm snapdragon   mah battery upto gb ram'^2019-05-07^01:28:14^74"
"1125573140640301056^'rt : today on apple: qualcomm blabs that apple settled for over $ billion  fitbit's smartwatch business is growing at a c'^2019-05-07^01:28:43^1"
"1125573156750614529^'rt : today on apple: sec charges failed supplier of iphone sapphire with fraud  doj and ftc at odds over qualcomm  and a man'^2019-05-07^01:28:47^1"
"1125573330243710976^'primary camera : mp sony imx  qualcomm snapdragon : soc battery : mah ram : gb to gb'^2019-05-07^01:29:28^9"
"1125573429199921152^' mp primary camera  qualcomm snapdragon  mah battery upto  tam'^2019-05-07^01:29:52^0"
"1125573463119409152^'guess the specs one plus  pro- mp primary camera  mah battery  upto gb ram  qualcomm snapdragon '^2019-05-07^01:30:00^10"
"1125573555528224768^' mp primary camera   qualcomm snapdragon  mah battery  upto gb ram never settle'^2019-05-07^01:30:22^12"
"1125573757400076288^' mp primary camera  qualcomm snapdragon  mah battery upto  ram'^2019-05-07^01:31:10^0"
"1125573767277604864^'here are my specs for oneplus  pro:  mp primary camera  qualcomm snapdragon    mah battery and upto  gb ram'^2019-05-07^01:31:12^220"
"1125573803013095424^'++ mp primary camera qualcomm  octa core  may battery up to gb ram'^2019-05-07^01:31:21^0"
"1125573909640663040^'guessthespecs ++ mp camera  mah battery qualcomm snapdragon  up to gb ram'^2019-05-07^01:31:46^10"
"1125573973914210304^'the specks of oneplus  pro are; camera- mp + mp + mp  battery-  mah  ram upto gb  qualcomm snapdragon  processor king of the phones!!'^2019-05-07^01:32:02^27"
"1125574053710921728^'rt : what the qualcommdsonic scanner in the galaxy s phones can do (not a completely fair test i know  but you get the'^2019-05-07^01:32:21^9"
"1125574224536526850^'please accept the following entry for guess the specs contest  mp primary camera qualcomm snapdragon   mah battery up to  gb ram'^2019-05-07^01:33:01^0"
"1125574403943616513^'one plus  specs qualcomm snapdragon  primary camera - -megapixel (f/) + -megapixel (f/) + -megapixel (f/) ram - upto gb battery - mah'^2019-05-07^01:33:44^34"
"1125574452882788352^'mp primary camera qualcomm snapdragon  mah battery upto gb ram'^2019-05-07^01:33:56^38"
"1125574490413387776^'the upcoming oneplus  pro will have * qualcomm snapdragon  * mp primary camera * upto gb ram * mah battery'^2019-05-07^01:34:05^16"
"1125574544142454785^'oneplus  pro  mp primary camera  mah battery qualcomm snapdragon  upto  gb ram'^2019-05-07^01:34:18^0"
"1125574550387810304^'++ mp primary camera  mah battery qualcomm snapdragon  upto  gb ram onepluspro'^2019-05-07^01:34:19^107"
"1125574589327630336^' mp camera  qualcomm snapdragon    mah battery   gb ram'^2019-05-07^01:34:28^4"
"1125574681652678656^' mp primary camera mah battery qualcomm snapdragon  upto  gb ram'^2019-05-07^01:34:50^2"
"1125574774782959616^'mp primary camera  mah battery  qualcomm snapdragon  and gb ram'^2019-05-07^01:35:13^14"
"1125574898477199361^'mp primary camera qualcomm snapdragon   mah battery joto  gb ram'^2019-05-07^01:35:42^2"
"1125574985697845248^'rt : some thoughts on the squabbling between and over the case w/'^2019-05-07^01:36:03^5979"
"1125575085396357121^'primary camera - mp battery -  mah  qualcomm snapdragon  and up to  gb ram'^2019-05-07^01:36:27^1"
"1125575126777454594^'guessthespecs primary camera- mp qualcomm snapdragon -  battery- mah ram- up to gb'^2019-05-07^01:36:37^5"
"1125575182377074688^'mp primary camera  mah battery  qualcomm snapdragon  and upto gb ram'^2019-05-07^01:36:50^14"
"1125575185648607233^'guess the specs of one plus  pro : camera : ++ mp processor : qualcomm snapdragon  soc battery :  mah ram : upto  gb ram hope i got them right'^2019-05-07^01:36:51^14"
"1125575209077993472^' megapixel  mah battery   qualcomm snapdragon  upto  gb ram'^2019-05-07^01:36:56^32"
"1125575268871983104^'guess the specs one plus  pro mp primary camera mah battery qualcomm snapdragon  soc upto  gb ram all the best one plus team for the launch'^2019-05-07^01:37:10^30"
"1125575329844609024^'guessthespecs onepluspro camera: mp+mp+mp triple primary camera  qualcomm snapdragon  processor   mah battery  upto gb ram'^2019-05-07^01:37:25^24"
"1125575387587551232^'primary camera - mp battery -  mah  qualcomm snapdragon  and up to  gb ram'^2019-05-07^01:37:39^1"
"1125575420760379392^'rt : say hello to the galaxya- the performance powerhouse get ready to multi-task non-stop with its superfast qualcomm'^2019-05-07^01:37:47^9"
"1125575476963987457^'what this week's apple-qualcomm-intel dance means for the future of g'^2019-05-07^01:38:00^4933"
"1125575569297563651^'rt : that's right: premium snapdragon smartphones capture k hdr video get ready for over a billion shades of color  crystal-cle'^2019-05-07^01:38:22^139"
"1125575616596549632^'mp primary camera qualcomm sanpdragon  mah battery upto gb ram'^2019-05-07^01:38:33^3"
"1125575621025775616^'guessthespecs onepluspro ++mp primary camera  mah battery  qualcomm snapdragon   gb ram'^2019-05-07^01:38:34^1"
"1125575690223439873^'qualcomm tech summit  day : snapdragon cx  the new acpc soc'^2019-05-07^01:38:51^2274"
"1125575735366656006^'new oneplus  pro to sport mp primary camera qualcomm snapdragon  processor mah battery upto  gb ram'^2019-05-07^01:39:02^19"
"1125575858666651648^'mp camera qualcomm snapdragon   mah battery upto gb ram onepluspro the_phone_is_slowed_down_to_match_our_speed neversettle'^2019-05-07^01:39:31^193"
"1125575917399564288^'oneplus pro specs speculation mp camera   qualcomm  mah  ram'^2019-05-07^01:39:45^1"
"1125575938517815296^' mp primary camera  qualcomm snapdragon  mah battery upto gb ram'^2019-05-07^01:39:50^26"
"1125575977566781440^'one plus  pro specs-   mp primary camera  qualcomm snapdragon    mah battery  upto  gb ram'^2019-05-07^01:39:59^66"
"1125575981132058625^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-07^01:40:00^1"
"1125576103437844481^' mp primary camera qualcomm snapdragon soc mah battery upto  gb ram'^2019-05-07^01:40:29^36"
"1125576147067187200^'mp+ mp+ mp triple primary canera qualcomm snapdragon   mah battery upto  gb ram'^2019-05-07^01:40:40^0"
"1125576162300719104^'rt : guessthespecs onepluspro camera: mp+mp+mp triple primary camera  qualcomm snapdragon  processor  '^2019-05-07^01:40:43^24"
"1125576246396575745^'+ mp primary camera;mah battery;qualcomm snapdragon ;upto gb ram'^2019-05-07^01:41:03^1"
"1125576318131638275^'my guess the specs -  mp primary camera  qualcomm sd    mah battery   gb ram'^2019-05-07^01:41:21^106"
"1125576338390151169^'mp primary camera mah battery qualcomm(r) snapdragon(tm)  upto gb ram guessthespecs onepluspro  oneplusindia '^2019-05-07^01:41:25^0"
"1125576340852207616^'one plus  pro will have mp camera  qualcomm snapdragon   mah battery  and upto gb ram'^2019-05-07^01:41:26^69"
"1125576449878925312^'mp primary camera  mah battery  qualcomm snapdragon   upto gb ram'^2019-05-07^01:41:52^102"
"1125576474214293505^'guessthespecs one plus  pro mp primary camera qualcomm snapdragon  upto gb ram  mah battery'^2019-05-07^01:41:58^27"
"1125576529776263169^'coming with mp camera  mah battery  qualcomm snapdragon  processor and up to gb ram it will be speed monster among all smartphones of current era'^2019-05-07^01:42:11^14"
"1125576594544685058^'oneplus pro specs  primary camera mp  qualcomm snapdragon   mah battery and up to gb ram'^2019-05-07^01:42:26^20"
"1125576811423813632^'mah  qualcomm snapdragon   pop upfront camera triple rear camera (mp main + telephoto + ultra-wide  storage gb storage'^2019-05-07^01:43:18^88"
"1125576896735891457^' mp primary camera  qualcomm snapdragon  octa core processor mah battery and upto gb ram'^2019-05-07^01:43:39^10"
"1125576938142048257^'rt :  mp primary camera  qualcomm snapdragon  octa core processor mah battery and upto gb ram'^2019-05-07^01:43:48^10"
"1125576945456959488^'guess the specs oneplus  pro mp primary camera qualcomm snapdragon  soc  mah battery upto  gb ram'^2019-05-07^01:43:50^12"
"1125576975454691328^'your primary camera would be mp  qualcomm soc  mah battery upto gb ram'^2019-05-07^01:43:57^19"
"1125576987010113536^' mp primary camera  qualcomm snapdragon   mah battery and up to  gb ram make oneplus  pro!'^2019-05-07^01:44:00^214"
"1125576991699128320^'specks of oneplus  pro - mp primary camera  qualcomm snapdragon   mah battery  upto gb ram'^2019-05-07^01:44:01^0"
"1125577001899716609^'mp camera  qualcomm snapdragon    mah battery  upto  gb ram the new beast! guessthespecs'^2019-05-07^01:44:04^5"
"1125577015950635008^'send poetic thoughts to orjay : checkmate ~drrj'^2019-05-07^01:44:07^11209"
"1125577017338916864^'onepluspro mp primary camera mah battery qualcomm snapdragon  upto gb/gb/gb ram'^2019-05-07^01:44:07^1"
"1125577061316227072^'mp+mp+mp primary camera   mah battery  qualcomm snapdragon  processor  upto  gb ram god please let me win oneplus pro'^2019-05-07^01:44:18^0"
"1125577079657861120^'guess the specs mp primary camera mah battery qualcomm snapdragon  upto gb ram'^2019-05-07^01:44:22^3"
"1125577106602070016^'guessthespecs onepluspro  mp primary camera  qualcomm snapdragon   mah battery  upto gb ram'^2019-05-07^01:44:29^133"
"1125577148272504832^'specification of one plus  pro - mp primary camera  mah battery   qualcomm snapdragon chipset  upto gb ram'^2019-05-07^01:44:39^4"
"1125577186809749504^'mp primary camera  mah  qualcomm snapdragon  processor  up to gb ram oneplus  pro'^2019-05-07^01:44:48^196"
"1125577266979729409^'guessthespecs contest: one plus pro  specs: ) primary camera  mp ) qualcomm snapdragon  ) battery  mah ) ram upto  gb hope to win'^2019-05-07^01:45:07^0"
"1125577274760339456^'guess the specs + mp primary camera qualcomm snapdragon octa core  processor  mah battery upto  gb ram'^2019-05-07^01:45:09^0"
"1125577332092297216^'primary camera mp qualcomm snapdragon  octa-core battery  mah ram upto  gb'^2019-05-07^01:45:22^0"
"1125577397867143169^'specs are mp primary camera  qualcomm snapdragon    mha battery  up to gb of ram'^2019-05-07^01:45:38^23"
"1125577418352128001^'  mp primary camera  qualcomm snapdragon    mah battery  upto gb ram'^2019-05-07^01:45:43^15"
"1125577547104735232^'++ mp camera  mah battery upto gb ram  qualcomm snapdragon  processor'^2019-05-07^01:46:14^0"
"1125577616532992000^'one plus  pro specs camera- megapixel processor- qualcomm snapdragon  soc battery- mah ram- up to gb storage- up to gb onepluspro oneplus oneplus'^2019-05-07^01:46:30^5"
"1125577639157092352^'mp primary camera  qualcomm snapdragon   mah battery  upto gb ram'^2019-05-07^01:46:36^7"
"1125577714188951552^'one plus  pro specifications primary camera -&gt; mp qualcomm snapdragon -&gt;  battery -&gt; mah ram -&gt; upto  gb'^2019-05-07^01:46:53^0"
"1125577752612990978^'guess the specs for oneplus  pro : primary camera -  mp  qualcomm snapdragon  processor  battery -  mah  ram - up to gb'^2019-05-07^01:47:03^0"
"1125577764428337152^'camera about  mp battery about  mah ram about  gb qualcomm snapdragon  processor am i right??'^2019-05-07^01:47:05^10"
"1125577771537747969^'specs of onepluspro mp primary camera    mah battery   qualcomm snapdragon     gb ram'^2019-05-07^01:47:07^224"
"1125577809131331585^'triple primary camera with  mp  mp   mp sensors  mah battery qualcomm snapdragon soc upto  gb ram onepluspro'^2019-05-07^01:47:16^3"
"1125577933135892480^'mp +mp +mp primary camera maybe battery qualcomm snapdragon  upto ram  gb'^2019-05-07^01:47:46^2"
"1125577955072036865^'one plus  pro loaded with mp primary camera  powered by qualcomm snapdragon  processor  mah battery  and upto gb of ram this promises to be a wonderful phone'^2019-05-07^01:47:51^280"
"1125577994242707457^'guess the specs one plus  pro mp primary camera   mah  qualcomm snapdragon  processor  up to  gb ram onepluspro'^2019-05-07^01:48:00^196"
"1125578082818019328^'specs of onepluspro mp primary camera    mah battery   qualcomm snapdragon     gb ram'^2019-05-07^01:48:21^224"
"1125578205857964033^'the answers to guess the specs are one plus  pro has  mp primary camera  qualcomm snapdragon    mah battery and up to gb ram'^2019-05-07^01:48:51^0"
"1125578260379721728^' mp primary camera   mah battery  qualcomm snapdragon   upto  gb ram'^2019-05-07^01:49:04^8"
"1125578282089340928^'mp primary camera mah battery qualcomm snapdragon  soc up to gb ram'^2019-05-07^01:49:09^3"
"1125578303996227584^'(mp+mp+mp) primary camera   qualcomm snapdragon  mah battery  upto  gb ram guessing the specs of oneplus  pro'^2019-05-07^01:49:14^41"
"1125578307984957440^' mp primary camera qualcomm snapdragon   mah battery upto gb ram'^2019-05-07^01:49:15^0"
"1125578332161003520^' mp primary camera mah battery qualcomm snapdragon  gb ram'^2019-05-07^01:49:21^0"
"1125578431784075264^'sso the specs are: qualcomm snapdragon  upto  gb of ram mp sony imx  powered primary camera  mah battery with w wrap charging'^2019-05-07^01:49:45^1"
"1125578476898021377^'the oneplus  pro comes with  mp primary camera   mah battery   soc qualcomm snapdragon and upto  gb ram'^2019-05-07^01:49:55^1"
"1125578508258824192^'guess the specs ++ mp camera qualcomm snapdragon   mah battery up to  gb ram'^2019-05-07^01:50:03^0"
"1125578509127041025^'mp primary camera mah battery qualcomm snapdragon  upto gb ram'^2019-05-07^01:50:03^19"
"1125578520057372672^' mp primary camera  qualcomm snapdragon    mah battery  upto  gb ram'^2019-05-07^01:50:06^81"
"1125578528118808576^'guess the specs:  mp primary camera qualcomm snapdragon   mah battery upto  gb ram'^2019-05-07^01:50:07^0"
"1125578528181735425^'+ mp primary camera qualcomm snapdragon  mah battery upto gb of ram'^2019-05-07^01:50:08^22"
"1125578570212921344^' mp primary camera qualcomm snapdragon  mah battery upto  gb ram'^2019-05-07^01:50:18^0"
"1125578590421016576^'these are the specs of the oneplus  pro mp primary camera upto gb ram  mag battery qualcomm snapdragon '^2019-05-07^01:50:22^0"
"1125578665276821504^'guess the specs ++ mp camera qualcomm snapdragon   mah battery up to  gb ram'^2019-05-07^01:50:40^0"
"1125578718519353344^'sometimes you can't explain what you love about a phone it's just the way they build something that no one else can excitement unlimited for the onepluspro qualcomm snapdragon  chip   gb ram  octa core ghz   mp triple primary camera   mah battery'^2019-05-07^01:50:53^75"
"1125578860974739458^' mp camera   mah battery  qualcomm snapdragon processor and upto  or  gb ram'^2019-05-07^01:51:27^0"
"1125578980080246784^'guess the specs onepluspro thehindu primary camera:  mp f/ aperture with ois eis stabilizations   mp f/ aperture with telephoto lens and  mp f/ aperture with wide angle lens processor: qualcomm snapdragon   battery: mah  ram: up to gb'^2019-05-07^01:51:55^230"
"1125579059713282048^'mp primary camera   mah battery  qualcomm snapdragon  and upto gb ram'^2019-05-07^01:52:14^5"
