"1130987631976812545^'rt : am i the only who thinks this sounds exactly like bribery and extortion?'^2019-05-22^00:03:58^3380"
"1130987739913048065^'rt : proof: no clue why you guys are thinking i am lying  there is a reason i am a intel account &lt;'^2019-05-22^00:04:24^371"
"1130987742597451776^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:04:25^34"
"1130987745550229504^'rt : again lindsey and i get the same intel that is not what is being said this is total information bias to draw the conclu'^2019-05-22^00:04:25^628"
"1130987745654919168^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:04:25^9766"
"1130987746166624262^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:04:26^1037"
"1130987746766467078^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:04:26^179"
"1130987747273928706^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:26^1244"
"1130987750335963136^'rt : ""according to sessions  the president asked him to reverse his recusal so that sessions could direct the department of'^2019-05-22^00:04:27^1665"
"1130987767079378944^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:31^9586"
"1130987767314493448^'rt : new evidence surfaces steele's ""intel"" was fool's goldbut fbi proceeded anyways'^2019-05-22^00:04:31^1544"
"1130987772112773121^'this is an insult  not a compromise and the fact that they want to get an agreement to stop enforcement action proceedings against barr as a condition is infuriating he knows he's breaking the law  and he's trying to get immunity as a bargaining chip'^2019-05-22^00:04:32^62"
"1130987774214103046^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:32^2612"
"1130987774994202624^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:04:32^211"
"1130987776432836608^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:33^369"
"1130987781394591744^'rt : no this is itself contempt'^2019-05-22^00:04:34^550"
"1130987784729235457^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:04:35^291"
"1130987787132579841^'trump's huawei ban could hurt chipmakers like intel and qualcomm  but one analyst thinks the processor industry has bigger things to worry about (sox  intc  qcom)'^2019-05-22^00:04:35^25"
"1130987792912277504^'rt : extortion justice department offers mueller docs if house intel drops barr contempt threat'^2019-05-22^00:04:37^5964"
"1130987793042345984^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:37^1707"
"1130987799736401921^'rt : according to   the heads of uk intelligence were briefed about the contents of the steeledossier before preside'^2019-05-22^00:04:38^854"
"1130987801347072001^'rt : this sounds like bribery  don't it?'^2019-05-22^00:04:39^2344"
"1130987801573511168^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:04:39^2378"
"1130987807814619136^'rt : how about of barr comes to testify and house ps c intel gets all the meuller probe materials'^2019-05-22^00:04:40^2681"
"1130987810180280320^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:04:41^69"
"1130987812499677185^'rt : mueller needs to woman the f**k up hillary testified publicly under oath for  hours while being trashed by republican'^2019-05-22^00:04:41^2740"
"1130987813158080513^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:04:42^179"
"1130987813942497281^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:42^3031"
"1130987817541296129^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:04:43^940"
"1130987818082287618^'rt : rep schiff on his expectation that the intel committee will beat trump in court: ""all the same legal arguments that have b'^2019-05-22^00:04:43^2378"
"1130987818485014528^'rt : the is about freedom this isn't not about amash it's not even about the president it's about what emmet'^2019-05-22^00:04:43^336"
"1130987831600570371^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:04:46^783"
"1130987834767073280^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:47^2055"
"1130987836931551233^'rt : this sounds like bribery  don't it?'^2019-05-22^00:04:47^4220"
"1130987837258686464^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:47^5544"
"1130987839007711233^'rt : the justice department said it would provide the house intelligence committee with some materials related to special co'^2019-05-22^00:04:48^1773"
"1130987841226452993^'rt : fujitsu lifebook u (i th gen) upto ghz intel turboboost tb ssd  gbram finger print x pixel ppi'^2019-05-22^00:04:48^2343"
"1130987841289445378^'rt : democratic presidential candidate warns against another foolish us war  this time against iran'^2019-05-22^00:04:48^42"
"1130987846557405184^'rt : firefirefirejustice department tries to intimidate house intel from holding barr in contempt w extortion threats that they will refus'^2019-05-22^00:04:50^607"
"1130987846725177344^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:04:50^281"
"1130987847593472001^'rt : mueller needs to woman the f**k up hillary testified publicly under oath for  hours while being trashed by republican'^2019-05-22^00:04:50^890"
"1130987848293859328^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:04:50^156"
"1130987844586098688^'fryeburg academy places rd at intel international science and engineering fair'^2019-05-22^00:04:49^231"
"1130987852769189893^'rt : the justice department said it would provide the house intelligence committee with some materials related to special co'^2019-05-22^00:04:51^1310"
"1130987856267235329^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:04:52^17354"
"1130987857458417664^'anybody got any intel on mid-level fashion jobs on either coast? hit ya girl'^2019-05-22^00:04:52^452"
"1130987861359157248^'rt : italy has flipped and are giving up brennan spygate fall-out: prime minister of italy fires top officials from italian intel'^2019-05-22^00:04:53^3900"
"1130987865243041792^'rt : us intel officials told members they had no evidence that al-qaeda is helping iran big scoop from'^2019-05-22^00:04:54^323"
"1130987868346830849^'rt : -trump's team was spied on using police-state tactics -foreign intel assisted the effort to circumvent us law -trump asked co'^2019-05-22^00:04:55^168"
"1130987869340917760^'rt : am i the only who thinks this sounds exactly like bribery and extortion?'^2019-05-22^00:04:55^4558"
"1130987871794417664^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:56^1294"
"1130987872922820615^'rt : senator disputes trump administration's take on iran moves: ""that's not what the intel says""'^2019-05-22^00:04:56^1250"
"1130987881495977984^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:58^2506"
"1130987874701193218^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:04:56^14547"
"1130987889892794368^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:05:00^1417"
"1130987894729003015^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:01^3859"
"1130987894963748866^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:01^16"
"1130987900886061057^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:05:02^381"
"1130987901682978820^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:05:03^468"
"1130987901959987203^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:05:03^1277"
"1130987908251430914^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:04^34"
"1130987909744480257^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:05^78"
"1130987911120281600^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:05:05^3795"
"1130987912840065025^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:05:05^4075"
"1130987912776970240^'rt : new evidence surfaces steele's ""intel"" was fool's goldbut fbi proceeded anyways'^2019-05-22^00:05:05^299"
"1130987924827365377^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:05:08^1149"
"1130987925204869123^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:08^12030"
"1130987925221642243^'rt : us intel to congress: no evidence al-qaeda is helping iran'^2019-05-22^00:05:08^1826"
"1130987930779103232^'rt : senator disputes trump administration's take on iran moves: ""that's not what the intel says""'^2019-05-22^00:05:10^1087"
"1130987932028952576^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:10^1472"
"1130987933895352320^'rt : house intel votes - to release transcripts of michael cohen's two days of testimony before the panel here they are: https:/'^2019-05-22^00:05:10^1364"
"1130987935090774016^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:11^929"
"1130987936642584577^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:11^2859"
"1130987936906960902^'rt : according to   the heads of uk intelligence were briefed about the contents of the steeledossier before preside'^2019-05-22^00:05:11^2779"
"1130987937301241856^'rt : good luck arguing executive privilege on something you're willing to bundle into a deal'^2019-05-22^00:05:11^124"
"1130987938009952256^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:05:11^484"
"1130987940216283141^'hashtag hp pavilion -inch fhd p laptop pc  intel core i processor  '^2019-05-22^00:05:12^133"
"1130992042715353088^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:21:30^307"
"1130992049413476353^'rt : spygate update white down pointing backhand indexwhite down pointing backhand indexwhite down pointing backhand indexconservatives win italy new prime minister giving up brennan popcornpopcornpopcornpopcornpopcorn'^2019-05-22^00:21:32^236"
"1130992054505529344^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:21:33^83"
"1130992054656544768^'rt : new evidence surfaces steele's ""intel"" was fool's goldbut fbi proceeded anyways'^2019-05-22^00:21:33^3154"
"1130992063401648134^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:35^708"
"1130992067004575747^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:21:36^6293"
"1130992068405420036^'rt : this sounds like bribery  don't it?'^2019-05-22^00:21:36^1730"
"1130992069374304256^'rt : the brennan email bombshell an email sent by comey to his upper echelon staff baker  strzok mccabe states brennan is ins'^2019-05-22^00:21:36^3144"
"1130992069588193280^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:21:36^1096"
"1130992074080313344^'zalman cpu cooler for intel socket // and amd socket fm/am+/am/ via'^2019-05-22^00:21:37^9"
"1130992077523890176^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:38^523"
"1130992081701236737^'rt : p without youtube  gmail  chrome  playstore it's like dslr with a simcard inside'^2019-05-22^00:21:39^339"
"1130992084092162048^'rt : -trump's team was spied on using police-state tactics -foreign intel assisted the effort to circumvent us law -trump asked co'^2019-05-22^00:21:40^81"
"1130992085849427968^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:21:40^38"
"1130992086243782656^'rt : again lindsey and i get the same intel that is not what is being said this is total information bias to draw the conclu'^2019-05-22^00:21:40^4518"
"1130992090240806912^'rt : this sounds like bribery  don't it?'^2019-05-22^00:21:41^2783"
"1130992090605867008^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:41^3242"
"1130992091474083840^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:42^1107"
"1130992092644167680^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:21:42^1219"
"1130992093973884931^'rt : fuck that shit'^2019-05-22^00:21:42^530"
"1130992101582364672^'rt : what is the significance of our disclosure? one  it suggests british intel figures treated the steele dossier with grav'^2019-05-22^00:21:44^2570"
"1130992103557779456^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:21:44^607"
"1130992104509976576^'what?? need to stop holding up the documentationbad business!!!'^2019-05-22^00:21:45^4060"
"1130992105751552000^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:45^77"
"1130992110591774721^'rt : the brennan email bombshell an email sent by comey to his upper echelon staff baker  strzok mccabe states brennan is ins'^2019-05-22^00:21:46^17778"
"1130992111543885824^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:21:46^829"
"1130992113309478912^'rt : oh yeah inmate lied several times; but  i believe his longest ""sentence"" will be for a much more serious crime'^2019-05-22^00:21:47^2847"
"1130992117357076480^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:21:48^36381"
"1130992124009123840^'rt : the people calling for impeachment belong to the same political party that brought you the man who orchestrated a coup'^2019-05-22^00:21:49^5122"
"1130992126345523200^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:21:50^200"
"1130992131294867456^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:21:51^772"
"1130992133228228609^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:21:52^2729"
"1130992134339923969^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:21:52^309"
"1130992136835477504^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:52^3866"
"1130992144578166784^'rt : two  it risks deteriorating uk-us relations trump has tweeted criticism of steele + his dossier more than  times in'^2019-05-22^00:21:54^2570"
"1130992148122394629^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:55^3490"
"1130992157467193344^'rt : doj offers house intel some mueller materials if schiff drops barr threat don't fall for this mr schiff you're entit'^2019-05-22^00:21:57^3840"
"1130992160331968518^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:58^420"
"1130992161099571200^'rt : breaking: here are the cohen docs white down pointing backhand index'^2019-05-22^00:21:58^101"
"1130992161464508417^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:21:58^10231"
"1130992174638804993^'rt : again -- you don't get to ignore subpoenas  or negotiate the terms of a subpoena it's sort of not up to the subpoenaed p'^2019-05-22^00:22:01^462"
"1130992176660385793^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:02^2132"
"1130992177046331393^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:22:02^6812"
"1130992185338474497^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:04^83"
"1130992187381035015^'christopher steele's nugget of fool's gold was easily disproven -- but fbi didn't blink an eye new evidence surfaces steele intel was'^2019-05-22^00:22:04^13784"
"1130992188962349058^'rt : us intel officials told members they had no evidence that al-qaeda is helping iran big scoop from'^2019-05-22^00:22:05^292"
"1130992196352651264^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:07^3490"
"1130992198986731524^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:07^4380"
"1130992205479534592^'rt : jesus it's like bribery is in their blood'^2019-05-22^00:22:09^110"
"1130992205840166912^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:09^3131"
"1130992207480147970^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:22:09^3415"
"1130992216351137794^'rt : as i have been predicting for weeks  the house intel subpeona is the magic bullet that congress didn't have during watergat'^2019-05-22^00:22:11^875"
"1130992218779660289^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:12^661"
"1130992219454709760^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:12^2468"
"1130992221023551488^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:12^14961"
"1130992224605491203^'rt : breaking: justice dept will give house intel mueller probe material if schiff drops barr contempt threat'^2019-05-22^00:22:13^12619"
"1130992227554025475^'rt : this sounds like bribery  don't it?'^2019-05-22^00:22:14^316"
"1130992230204882945^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:22:15^154"
"1130992230481780736^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:22:15^4799"
"1130992231593254912^'rt : jim  as a friend former colleague  i believe the freedom caucus has become the ""fealty caucus"" to trump you i railed'^2019-05-22^00:22:15^97"
"1130992235099631616^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:22:16^1936"
"1130992235921600513^'get more bang for your buck with our jetspeed coffee lake-s dhv it's a small  discrete computer that works like a desktop learn more about it here: slimpc minipc intel shuttlecomputer'^2019-05-22^00:22:16^1403"
"1130992240711610370^'rt : the iran threat is being exaggerated by gop hawks  rep ruben gallego says ""i get the same intel""'^2019-05-22^00:22:17^2507"
"1130992244591333377^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:22:18^4876"
"1130992249339301894^'rt : this sounds like bribery  don't it?'^2019-05-22^00:22:19^1936"
"1130992251444912129^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:20^4231"
"1130992258470285313^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:21^12536"
"1130992258826874881^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:22:21^1117"
"1130992258726203392^'rt : the is about freedom this isn't not about amash it's not even about the president it's about what emmet'^2019-05-22^00:22:21^2304"
"1130992259137232897^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:22^4498"
"1130992259237683201^'rt : ""according to sessions  the president asked him to reverse his recusal so that sessions could direct the department of'^2019-05-22^00:22:22^180"
"1130992259598565376^'rt : '^2019-05-22^00:22:22^4577"
"1130992260403720192^''the justice department on tuesday said it would provide the house intelligence committee with some materials related to special counsel robert mueller's investigation as long as the panel '^2019-05-22^00:22:22^81"
"1130992262350082048^'rt : us intel officials told members they had no evidence that al-qaeda is helping iran big scoop from'^2019-05-22^00:22:22^3381"
"1130992263478370305^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:23^5272"
"1130992273460609024^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:22:25^294"
"1130992276367396864^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:22:26^842"
"1130992278728716288^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:26^108"
"1130992280737857541^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:22:27^466"
"1130992280914018305^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:27^345"
"1130992281874513920^'doj offers house intel some mueller materials if schiff drops barr threat sounds like blackmail to me'^2019-05-22^00:22:27^6"
"1130992284038832131^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:22:27^1518"
"1130992284374163456^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:28^294"
"1130992287335440384^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:22:28^5701"
"1130992287620579328^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:22:28^3848"
"1130992292049743872^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:29^64"
"1130992293589213185^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:30^2491"
"1130992305052106752^'rt : am i the only who thinks this sounds exactly like bribery and extortion?'^2019-05-22^00:22:33^13291"
"1130992307921084416^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:22:33^185"
"1130992313449082881^'rt : this sounds like bribery  don't it?'^2019-05-22^00:22:35^779"
"1130992320331968513^'rt : new: doj says in new letter that its efforts to accommodate house intel's requests for the full unredacted mueller rep'^2019-05-22^00:22:36^4315"
"1130992323263909888^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:22:37^2700"
"1130995953983315973^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:37:02^187"
"1130995962124623872^'rt : on the heels of the report being released  reversing us accusations of a chemical attack by assad's govt  the us intel'^2019-05-22^00:37:04^147"
"1130995963680702464^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:37:05^3594"
"1130995955564666880^'rt : trump sued to conceal his financial records from congress yesterday  a judge ruled in favor of congress  and said the ide'^2019-05-22^00:37:03^102"
"1130995966256005121^'lotta confusion here ) djt ain't thoopid  reasons for this release complex  ) does anyone think we have the best intel capabilities in the world and this guy won't be thoroughly monitored? father knows best'^2019-05-22^00:37:05^2064"
"1130995969619836928^'rt : top intel dem hits back at trump: justice dept belongs ""to the american people "" not you'^2019-05-22^00:37:06^4"
"1130995967505850369^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:37:06^1326"
"1130995974191452160^'rt : of course they did i always rolled my eyes when the enemedia would cite "" intel agencies"" as having validated this bs ht'^2019-05-22^00:37:07^2461"
"1130995976171393024^'rt : ""we'll let you see something you already have the right to see if you stop being mean to someone who's breaking the la'^2019-05-22^00:37:08^336"
"1130995981137383429^'rt : ) my latest uk intel agencies frame spygate involvement ahead of trump's declassification'^2019-05-22^00:37:09^17217"
"1130995988976611329^'interesting!'^2019-05-22^00:37:11^1572"
"1130995988863127552^'iran isn't trying to start a war  i agree saudi arabia and israel are our allies  trump is likely getting intel from them as well as the from us intel before trump even decided he was running for president  regime-change for iraq/libya/syria/iran + more  were all being pursued'^2019-05-22^00:37:11^198"
"1130995991593836544^'rt : barr (shorter): ""we'll give you a small part of what you're already entitled to by law if you don't hold me accountable for'^2019-05-22^00:37:11^716"
"1130995996429869058^'rt : stocks that have the largest short positions:  qualcomm  chevron  exxon mobil  at&amp;t  nvidia  intel  sempr'^2019-05-22^00:37:13^2061"
"1130996005363683328^'rt : new evidence surfaces steele intel was fool's gold  but fbi proceeded anyways'^2019-05-22^00:37:15^573"
"1130996010510114816^'rt : obama used gchq / unmasking to by-pass fisa and oversight nunes' said that there's no official intel on file  justifying (o'^2019-05-22^00:37:16^943"
"1130996011709734912^'rt : the intel community's initial investigation into russian collusion wasn't any normal investigation: secret task force o'^2019-05-22^00:37:16^406"
"1130996013160914945^'except he's contemptuous so that would be a miscarriage of justice at the behest of the justice department dont do it'^2019-05-22^00:37:17^746"
"1130996018684747776^'we seem to have gone directly from a nation of laws to a nation of slime balls'^2019-05-22^00:37:18^15402"
