"1123739872093704193^'rt : *bombshell report* from'^2019-05-02^00:03:58^190"
"1123740244292132864^'here's another cover up: *bombshell report* from ""hi honey emails""'^2019-05-02^00:05:26^13"
"1123740251250413568^'rt : it's a carnival intelligent ppl would ask questions then rebut the answers if required cowards will just talk talk b/'^2019-05-02^00:05:28^35094"
"1123740254832295936^'rt : months after we learned senior doj employees peter strzok and lisa page exchanged anti-trump text messages during and after the'^2019-05-02^00:05:29^3303"
"1123740258598887425^'rt : southcom's adm faller at hasc on strengthening cooperation w/ brazil: ""they are all in we have been down to brazil  they'^2019-05-02^00:05:30^12134"
"1123740272792354816^'fact: it was all a hillary/dnc/fbi/cia/doj/brit intel/sc lie the entire russia collusion hoax get trump coup plot was based on what would be considered hearsay evidence !'^2019-05-02^00:05:33^597"
"1123740275279572993^'rt : couldn't make it to gdc? catch up with all our tech sessions here: gamedev'^2019-05-02^00:05:34^1468"
"1123740276722479104^'rt : *bombshell report* from'^2019-05-02^00:05:34^1400"
"1123740280828645377^'rt : flushed facewtfflushed face barr is really thinking this one through- he says: foreign govt? barr is totally leaving it open to allow a foreign go'^2019-05-02^00:05:35^551"
"1123740289179553792^'rt : how are these misfits worthy of the committee? this is'^2019-05-02^00:05:37^35094"
"1123740289389273095^'rt : gaming tales of the neon sea is a detective story set in a cyberpunk future world  in which you have to investigate'^2019-05-02^00:05:37^308"
"1123740303876399105^'rt : remember these names: erika thompson  tobias ellwood  gregory baker and terrence dudley australia/uk/us int'^2019-05-02^00:05:41^1824"
"1123740311614840832^'rt : i have grave doubts about power honesty  especially under oath  but this is interesting- she claims 'others' were unmaskin'^2019-05-02^00:05:43^17472"
"1123740324327821312^'rt : bombshell report: ohrs 'funneled' uncorroborated intel on donald trump using private emails | sean hannity'^2019-05-02^00:05:46^280"
"1123740330782863360^'rt : months after we learned senior doj employees peter strzok and lisa page exchanged anti-trump text messages during and after the'^2019-05-02^00:05:47^2111"
"1123740342493356033^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:05:50^3011"
"1123740347874578438^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:05:51^2083"
"1123740355474677761^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:05:53^7810"
"1123740372662878214^'rt : doj: mueller finished trump-russia probe months before  elections; kept silent  helped dems sweep midterms doj official: mu'^2019-05-02^00:05:57^22277"
"1123740378270662657^'rt : *bombshell report* from'^2019-05-02^00:05:58^1422"
"1123740382016286723^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:05:59^4875"
"1123740385501753349^'rt : *bombshell report* from'^2019-05-02^00:06:00^49"
"1123740395337408513^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:02^2240"
"1123740412752080898^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:07^7775"
"1123740417156104192^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:06:08^157"
"1123740430917623809^'rt : southcom's adm faller at hasc on strengthening cooperation w/ brazil: ""they are all in we have been down to brazil  they'^2019-05-02^00:06:11^1754"
"1123740432859631616^'rt : in - obama planned to take over america all intel heads were on board with obama's plans only two heads were not in'^2019-05-02^00:06:11^2468"
"1123740452090519554^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:06:16^6345"
"1123740459111731210^'rt : *bombshell report* from'^2019-05-02^00:06:18^4939"
"1123740459891929089^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:18^342"
"1123740461565394944^' tap water has a funny smell today any intel on this? safe to use? i can't be the only person who has noticed!!'^2019-05-02^00:06:18^26"
"1123740463838707712^'rt : they are coming to take him away! thumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down signxthumbs down sign'^2019-05-02^00:06:19^40"
"1123740463868076039^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:06:19^304"
"1123740481471512591^'rt :  elections are coming soon vote red to take back the house  keep the senate and  more years for potus democrats'^2019-05-02^00:06:23^5727"
"1123740481664573441^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:23^1936"
"1123740481677086723^'rt : *bombshell report* from'^2019-05-02^00:06:23^4205"
"1123740486362124289^'rt : omg  fu! you were held in contempt by a committee  lying pos! i'm starting to think you were behind this coup wit'^2019-05-02^00:06:24^2271"
"1123740488882847744^'rt : ""intel believes that employee engagement is essential to reaching the company's environmental goals  and since   has tie'^2019-05-02^00:06:25^4710"
"1123740497296670723^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:27^2345"
"1123740513662840835^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:06:31^4498"
"1123740525037797376^'and they called themselves intel blackpink fanpage'^2019-05-02^00:06:33^156"
"1123740533900349440^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:36^1244"
"1123740536827990016^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:06:36^2646"
"1123740543530491905^'mueller investigated the case for two plus years he had all the facts if he thought he should have been indicted he would have been indicted he would have recommended it he didn't gtf over it dems paid for russian intel to use on trump and they still lost'^2019-05-02^00:06:38^195"
"1123740545644400641^'rt : *bombshell report* from'^2019-05-02^00:06:38^6"
"1123740551445143552^'rt : *bombshell report* from'^2019-05-02^00:06:40^415"
"1123740561691807755^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:42^94"
"1123740573335203844^'rt : months after we learned senior doj employees peter strzok and lisa page exchanged anti-trump text messages during and after the'^2019-05-02^00:06:45^564"
"1123740577978355716^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:46^2111"
"1123740580851458050^'hashtag acer aspire vx  gaming laptop  th gen intel core i  nvidia gefo '^2019-05-02^00:06:47^140"
"1123740587616800769^'rt : begs the question who is running counter-intel  mueller? there's a theory that barr's office leaked m'^2019-05-02^00:06:48^2956"
"1123740593870508035^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:06:50^4655"
"1123740596168949760^'fact: it was all a hillary/dnc/fbi/cia/doj/brit intel/sc lie the entire russia collusion hoax get trump coup plot was based on what would be considered hearsay evidence !'^2019-05-02^00:06:50^597"
"1123740600359112705^'rt : how are these misfits worthy of the committee? this is'^2019-05-02^00:06:51^35094"
"1123740604935045121^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:52^7192"
"1123740611650179073^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:06:54^6913"
"1123740615529979905^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:06:55^448"
"1123740620714061828^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:06:56^8010"
"1123740626862911488^'rt : these purges of entire us intel networks in iran and china were hidden from the american public at the time it was happe'^2019-05-02^00:06:58^496"
"1123740633729048577^'rt : the new omen by hp comes with th generation intel(r) core(tm) processor  up to nvidia(r) geforce(r) gtx  graphics and enhan'^2019-05-02^00:06:59^383"
"1123740651240267777^'is responsible for ilhan's remarks congress needs to ask pelosi to control her rhetoric or congress needs proceed to handle it'^2019-05-02^00:07:04^1558"
"1123740653253472258^'rt : this is why i can't stand people like julian assange  self-appointed arbiters of what is and what should not be a classi'^2019-05-02^00:07:04^123"
"1123740656076251142^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:07:05^798"
"1123740663865126913^'rt : thanks for popping these up in my feed  i always forget exact dates i said them thanks  bud'^2019-05-02^00:07:07^59787"
"1123740671272206336^'rt : *bombshell report* from'^2019-05-02^00:07:08^80"
"1123740686652772353^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:07:12^47324"
"1123740721863974913^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:07:20^9308"
"1123740725441699846^'rt : *bombshell report* from'^2019-05-02^00:07:21^269"
"1123740732450381827^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:07:23^5076"
"1123740742676045825^'rt : breaking: [?][?] on strzok text messages and strzok: ""trump is a fucking idiot"" graham: ""these are the p'^2019-05-02^00:07:25^1024"
"1123740754105569281^'rt : *bombshell report* from'^2019-05-02^00:07:28^11941"
"1123740759264514048^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:07:29^586"
"1123740775760695296^'rt : flushed facewtfflushed face barr is really thinking this one through- he says: foreign govt? barr is totally leaving it open to allow a foreign go'^2019-05-02^00:07:33^1191"
"1123740783608311808^'rt : what happened after i broke the susan rice unmasking story? the media started attacking me! they claimed i was harassing'^2019-05-02^00:07:35^28670"
"1123740784401035264^'rt : maafimaangomodi for shamelessly trading soldiers' lives for votes  while dodging responsibility accountability for huge sec'^2019-05-02^00:07:35^279"
"1123740790398889984^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:07:37^64"
"1123744761884618762^'rt : i have grave doubts about power honesty  especially under oath  but this is interesting- she claims 'others' were unmaskin'^2019-05-02^00:23:24^415"
"1123744762341752834^'rt : these purges of entire us intel networks in iran and china were hidden from the american public at the time it was happe'^2019-05-02^00:23:24^4637"
"1123744768419409921^'rt : as venezuela wakes up on may   maduro still in power but seriously weakened: open splits in security/intel support; guaido'^2019-05-02^00:23:25^37"
"1123744792104587268^'rt : trump is the greatest security threat that america has ever faced our allies don't trust us  he's dismantled our government  h'^2019-05-02^00:23:31^36"
"1123744796798070784^'fact: it was all a hillary/dnc/fbi/cia/doj/brit intel/sc lie the entire russia collusion hoax get trump coup plot was based on what would be considered hearsay evidence !'^2019-05-02^00:23:32^597"
"1123744821905113092^'i believe hillary has already been indicted by a secret grand jury re her crimes of espionage (email classified intel) that one is easy to prove what is taking so long (because it is so big is international) are her crimes of racketeering (clinton foundation &amp;money bagmoney bagmoney bagmoney bag fisted hand signfisted hand sign'^2019-05-02^00:23:38^2646"
"1123744830696378369^'rt : revenue generated each hour: amazon: $ million per hour apple: $ million per hour google: $ mill'^2019-05-02^00:23:40^2575"
"1123744834907516928^'rt : the mueller report is going to be proven correct about krylova and bogacheva starting the russia counter-intel investigation'^2019-05-02^00:23:41^186"
"1123744841349902336^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:23:43^192"
"1123744846508888064^'not long agoyou were asked to step down by  of your colleagues in the house intel committee so why are you still here  ??'^2019-05-02^00:23:44^226"
"1123744859133808640^'rt : southcom's adm faller at hasc on strengthening cooperation w/ brazil: ""they are all in we have been down to brazil  they'^2019-05-02^00:23:47^28"
"1123744861239300096^'rt : *bombshell report* from'^2019-05-02^00:23:47^69"
"1123744873566429188^'rt : in - obama planned to take over america all intel heads were on board with obama's plans only two heads were not in'^2019-05-02^00:23:50^608"
"1123744894114254848^'rt : jw announced it received  pages of records from the doj showing that former senior doj bruce ohr in his jan  prep'^2019-05-02^00:23:55^1533"
"1123744899982155776^'rt : lindsey graham reads several biased texts from peter strzok texts then contrasts that with the fact it was strzok's bia'^2019-05-02^00:23:56^45927"
"1123744914183995393^'rt : *bombshell report* from'^2019-05-02^00:24:00^42"
"1123744925667995651^'rt : intel: how russia and turkey are growing closer at us expense'^2019-05-02^00:24:03^1160"
"1123744970844856320^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:24:13^5383"
"1123744973571149825^'rt : *bombshell report* from'^2019-05-02^00:24:14^1456"
"1123744974397497346^'rt : bombshell report: ohrs 'funneled' uncorroborated intel on donald trump using private emails!! '^2019-05-02^00:24:14^26"
"1123745001203216392^'rt : in - obama planned to take over america all intel heads were on board with obama's plans only two heads were not in'^2019-05-02^00:24:21^3143"
"1123745019834318851^'rt : barr is dropping absolute bombs about current ongoing investigations there are other related investigations regarding mue'^2019-05-02^00:24:25^3837"
"1123745047625785346^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:24:32^4152"
"1123745061370511363^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:24:35^2556"
"1123745066609205249^'rt : *bombshell report* from'^2019-05-02^00:24:36^75"
"1123745074934947848^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:24:38^352"
"1123745078818820096^'rt : in - obama planned to take over america all intel heads were on board with obama's plans only two heads were not in'^2019-05-02^00:24:39^1083"
"1123745078621741057^'rt : as venezuela wakes up on may   maduro still in power but seriously weakened: open splits in security/intel support; guaido'^2019-05-02^00:24:39^111"
"1123745105129738240^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:24:45^5342"
"1123745105817554950^'these people are pure garbage and have never worked for the usa but sure have pocked lots of money to sell us out  '^2019-05-02^00:24:46^353"
"1123745137748774912^'rt : *bombshell report* from'^2019-05-02^00:24:53^1853"
"1123745154966409219^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:24:57^262"
"1123745176969711616^'rt : *bombshell report* from'^2019-05-02^00:25:03^73"
"1123745187593891841^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:25:05^8042"
"1123745204081713152^'rt : breaking: [?][?] on strzok text messages and strzok: ""trump is a fucking idiot"" graham: ""these are the p'^2019-05-02^00:25:09^3382"
"1123745211946082305^'rt : *bombshell report* from'^2019-05-02^00:25:11^666"
"1123745213355384837^'rt : when the surveillance of russians causes them to trip over trump administration people meeting them   they'd be foo'^2019-05-02^00:25:11^2159"
"1123745215074975747^'you can't prove it your stories were full of holes and you got called out on it the former army intel officer called your bluff and told the truth about you go back to calling everyone who disagrees with you an atheist i have no respect for stolen valor'^2019-05-02^00:25:12^441"
"1123745236172378112^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:25:17^78"
"1123745240450523137^'rt : *bombshell report* from'^2019-05-02^00:25:18^1079"
"1123745241608130567^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:25:18^7236"
"1123745247912185859^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:25:19^449"
"1123745261300408323^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:25:23^2343"
"1123745273304559616^'rt : these purges of entire us intel networks in iran and china were hidden from the american public at the time it was happe'^2019-05-02^00:25:25^64197"
"1123745276177584131^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:25:26^8268"
"1123745282246815749^'bombshell report: ohrs 'funneled' uncorroborated intel on donald trump using private emails | sean hannity [?][?][?] [?][?] [?][?] rept- [?][?] [?][?] [?][?]'^2019-05-02^00:25:28^439"
"1123745301561581569^'rt : breaking: [?][?] on strzok text messages and strzok: ""trump is a fucking idiot"" graham: ""these are the p'^2019-05-02^00:25:32^41287"
"1123745306435305473^'rt : in - obama planned to take over america all intel heads were on board with obama's plans only two heads were not in'^2019-05-02^00:25:33^39352"
"1123745322163941376^'rt : *bombshell report* from'^2019-05-02^00:25:37^637"
"1123745331034898442^'rt : *bombshell report* from'^2019-05-02^00:25:39^79"
"1123745332322549761^'rt : *bombshell report* from'^2019-05-02^00:25:40^1066"
"1123745338412687363^'rt : police cars revolving light my god  we are going to war now all the moves by us navy makes sense intel minister: iran identified  cia sp'^2019-05-02^00:25:41^258"
"1123745344003760128^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:25:42^126"
"1123745363305881600^'jaw-dropping us intel stopped issuing russian counter-intelligence briefs to congress early in trump administration why the hell hasn't schiff or any dem mentioned a breach this significant before? and now in passing without press taking note'^2019-05-02^00:25:47^2943"
"1123745367844171779^'rt : *bombshell report* from'^2019-05-02^00:25:48^915"
"1123745373728792587^'rt : bombshell report: ohrs 'funneled' uncorroborated intel on donald trump using private emails!! '^2019-05-02^00:25:49^4053"
"1123745376958394368^'rt : intel admin doesn't even follow lisa lmao skullskull that's y'alls fanbase?? i said it earlier  unfollow for braincells'^2019-05-02^00:25:50^4080"
"1123745383556046848^'rt : *bombshell report* from'^2019-05-02^00:25:52^3117"
"1123745389226676224^'rt : papad - barr prob seen documentary evidence on aus and brit intel before downer and may !! anon notable!! '^2019-05-02^00:25:53^2130"
"1123745411141918721^'rt : intel k + high-end z dark motherboard comes w/ game under $ > bonus -% at cart: wwtpl'^2019-05-02^00:25:58^813"
"1123745429236137985^'rt : *bombshell report* from'^2019-05-02^00:26:03^12718"
"1123745431341752320^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:26:03^122"
"1123745466611585025^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:26:12^472"
"1123745472060055554^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:26:13^4168"
"1123745475230879745^'rt : in - obama planned to take over america all intel heads were on board with obama's plans only two heads were not in'^2019-05-02^00:26:14^2658"
"1123745490485547008^'rt : i have grave doubts about power honesty  especially under oath  but this is interesting- she claims 'others' were unmaskin'^2019-05-02^00:26:17^2351"
"1123745508168695813^'rt : *bombshell report* from'^2019-05-02^00:26:21^210"
"1123745515282272258^'hi  for our latest processors  features and prices: please dm us if you want more specific information or functions'^2019-05-02^00:26:23^4265"
"1123745517127786497^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:26:24^797"
"1123745542356504589^'atm i really have no choice (and righttohousing)heavy exclamation mark symbol targetedindividual targetedindividuals torture house websites mirrorsite mirrorsites secretservices cybersec cybercrime humanrights humanrightsviolations'^2019-05-02^00:26:30^129"
"1123745545011564547^'dont believe for one moment those intel agencies were rogue agents! they follow orders'^2019-05-02^00:26:30^771"
"1123745560006156288^'cuz only nunes had say and  i expect ci didn't want nunes repulsicans having the intel! took control jan repulsicans held up comm appointments 'till feb all in now!'^2019-05-02^00:26:34^179"
"1123745570991104007^'seriously  how many chances has intel been given this is ibm g evolution territory'^2019-05-02^00:26:36^1072"
"1123745574954708999^'fact: it was all a hillary/dnc/fbi/cia/doj/brit intel/sc lie the entire russia collusion hoax get trump coup plot was based on what would be considered hearsay evidence !'^2019-05-02^00:26:37^597"
"1123745580461821958^'rt :  will be on hannity tonight to blow the lid off another explosive deep state report! don't miss it!'^2019-05-02^00:26:39^76"
"1123745581753602051^'rt : house moron chairman schiff hired patrick fallon  former chief of fbi's financial crimes section  w/taxpayer money as he r'^2019-05-02^00:26:39^179"
"1123745585603981312^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:26:40^1103"
"1123745598732214279^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:26:43^4563"
"1123745614620254210^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:26:47^37468"
"1123745634136285184^'highlight from today's stream pubg playerunknownsbattlegrounds pc pcgaming pcmasterrace corsair intel asus msi twitch bho dabsallday dabs concentrates globmob dailydabbers dabbersdaily nectarnailcrew fueledbythc excitegaming'^2019-05-02^00:26:52^2038"
"1123745640180330496^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:26:53^1315"
"1123745646480117760^'fact: it was all a hillary/dnc/fbi/cia/doj/brit intel/sc lie the entire russia collusion hoax get trump coup plot was based on what would be considered hearsay evidence !'^2019-05-02^00:26:54^597"
"1123745665585225729^'rt : months after we learned senior doj employees peter strzok and lisa page exchanged anti-trump text messages during and after the'^2019-05-02^00:26:59^3654"
"1123745681150304257^'rt : next angle coming out: turkish intel working with the cia in london to spy on me more soon keeps getting more disturbin'^2019-05-02^00:27:03^13087"
"1123745688871940097^'rt : *bombshell report* from'^2019-05-02^00:27:05^2733"
"1123745689220128768^'rt : todaysspecial world password day '^2019-05-02^00:27:05^268"
"1123745692017733634^'intel '^2019-05-02^00:27:05^59"
"1123745697055035394^'rt : lindsey graham reads several biased texts from peter strzok texts then contrasts that with the fact it was strzok's bia'^2019-05-02^00:27:07^1259"
"1123745697969463297^'rt : breaking: [?][?] on strzok text messages and strzok: ""trump is a fucking idiot"" graham: ""these are the p'^2019-05-02^00:27:07^6819"
"1123745702373408773^'rt : how about we ask why a lying criminal leaker who is an ex-clown who has been blackmailed by the intel community for your p'^2019-05-02^00:27:08^44"
"1123745705192038400^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:27:08^93"
"1123745715723952134^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:27:11^751"
"1123745726738116610^'rt : *bombshell report* from'^2019-05-02^00:27:14^254"
"1123745758879023107^'rt : these purges of entire us intel networks in iran and china were hidden from the american public at the time it was happe'^2019-05-02^00:27:21^7201"
"1123745768786006019^'rt : actually it is far more likely we had massive penetration of our intel agencies through the state dept during hillary c'^2019-05-02^00:27:24^387"
"1123745791393378305^'need a focused course on openvino? sign up for our free webinar to learn how it works  including helpful use cases: ai'^2019-05-02^00:27:29^2104"
"1123745791452094465^'rt : jw president appeared on ""hannity"" to discuss the deep state coup effort against : ""the dnc'^2019-05-02^00:27:29^71"
"1123745794648100865^'i did it on asus phone long ago (it was bit intel and chain wasn't mature yet)'^2019-05-02^00:27:30^393"
"1123745825715359745^'rt : bombshell report: ohrs 'funneled' uncorroborated intel on donald trump using private emails!! '^2019-05-02^00:27:37^2574"
"1123745826940039169^'rt :  is a disgrace she hates this nation giving this woman classified intel is a travesty'^2019-05-02^00:27:37^2225"
"1123745830047973379^'rt : these purges of entire us intel networks in iran and china were hidden from the american public at the time it was happe'^2019-05-02^00:27:38^328"
"1123745851048853504^'rt : *bombshell report* from'^2019-05-02^00:27:43^88"
"1123745858040811522^'rt : *bombshell report* from'^2019-05-02^00:27:45^622"
