"1132077570307100673^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:15:00^1262"
"1132077659217944576^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:21^365"
"1132077684304076800^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:27^75"
"1132077690402484225^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:29^618"
"1132077696488394752^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:15:30^187"
"1132077697511972870^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:30^502"
"1132077702666756099^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:31^85"
"1132077713286664195^'i'm  yrs  working in customer care last decade  i'm working on my self to shift into software development  what is your advice to distinguish my self that i can be a potential candidate to work for smiling face with smiling eyes?'^2019-05-25^00:15:34^35"
"1132077721213919232^'new video by heath hussar: spray painting his ferrari and tesla!! vlog squad'^2019-05-25^00:15:36^26"
"1132077721830514688^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:36^862"
"1132077727547310080^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:37^483"
"1132077734082035713^'check out this awesome model  by owner benjamminstanley ok hand sign really love the look of his tesla! comment below sxy if you agree fire   don't forget to smash that heavy black heart button and follow us at   camera with flashcredit:'^2019-05-25^00:15:39^3"
"1132077743586336779^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:41^635"
"1132077743850442752^'rt : this could be one of the coolest things to show tesla's ev dominance and the model growth $tsla'^2019-05-25^00:15:41^24"
"1132077754776612866^'rt : here's it is in video'^2019-05-25^00:15:44^65"
"1132077767997001728^'news: tesla navigate on autopilot drives itself poorly  consumer reports finds'^2019-05-25^00:15:47^10621"
"1132077770224357376^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:48^315"
"1132077772413820932^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:48^4982"
"1132077781079080960^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:15:50^41"
"1132077784317267968^'this white spot bothers me on an irrational level it looks like a random block of dead pixels on the monitor'^2019-05-25^00:15:51^1"
"1132077790109556736^'i am going to get an alfa romeo giulia  no matter what hoops i have to jump in order to get it screw tesla and audi i want the alfa romeo'^2019-05-25^00:15:52^2009"
"1132077795574550528^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:54^467"
"1132077801316601856^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:15:55^136"
"1132077835353563137^'once bullish tesla stock analyst reveals his inner bear - bloomberg'^2019-05-25^00:16:03^240"
"1132077841183457280^'it was probably me  my man tesla and chick-fil-a are very close to my heart (even though i can't afford a tesla)'^2019-05-25^00:16:04^34"
"1132077840780759042^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:04^212"
"1132077846199824386^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:06^92"
"1132077849802764288^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:07^348"
"1132077850239131649^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:07^39"
"1132077855804837888^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:08^182"
"1132077858397007873^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:09^562"
"1132077864730464256^'pornography $tslaq hyperchange  - why i sold tesla  confessions of a longtime shareholder - youtube'^2019-05-25^00:16:10^381"
"1132077868505358338^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:11^761"
"1132077875832737793^'autists? baron trump? time travel? do you know the story about president trump's uncle and nikola tesla? or john titor?'^2019-05-25^00:16:13^9390"
"1132077875576762369^'wow! model photo  photo credit musklanders on instagram tesla model teslamodel'^2019-05-25^00:16:13^1668"
"1132077880610054144^' henney kilowatt electric car was a junction box of th century tesla autonews'^2019-05-25^00:16:14^2812"
"1132077888193343489^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:16^861"
"1132077897403908096^'rt : my top accessories for the model  - wireless charging phone pad  - h matte scr'^2019-05-25^00:16:18^1126"
"1132077909936680960^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:21^5"
"1132077910548860928^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:21^256"
"1132077921819123713^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:24^651"
"1132077921739399175^'rt : on our way to the capital we get taken down by a tesla coil and must recover our weapons and saucer!'^2019-05-25^00:16:24^67"
"1132077925866516480^'thanks for including us!!!!!!!!!'^2019-05-25^00:16:25^1126"
"1132077928471252992^'africans do it best face with tears of joywhite exclamation mark ornament'^2019-05-25^00:16:25^279"
"1132077933030453253^'rt : smart summon coming soon!'^2019-05-25^00:16:26^436"
"1132077934838206465^'rt : should i ask one of our other analysts to review it? we have a couple of analysts worki'^2019-05-25^00:16:27^13784"
"1132077953934929920^'rt : tesla is a favorite for many of our devs we can bring the world together through pla'^2019-05-25^00:16:31^28"
"1132077961832783875^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:33^2"
"1132077961526403072^'how wild useless are tesla analyst forecasts? morgan stanley edition'^2019-05-25^00:16:33^382"
"1132077969487192065^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:35^992"
"1132077974096760832^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:36^708"
"1132077979742461952^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:38^723"
"1132077984498692096^'gonna buy one istg'^2019-05-25^00:16:39^38"
"1132077989330673667^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:40^476"
"1132077997270298624^'seems like someone other than $tsla is having a nodemand problem can $tslaq please explain if/how this is in spite of tesla rather than because of tesla?'^2019-05-25^00:16:42^119"
"1132078001242292225^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:43^1053"
"1132078018128678912^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:47^625"
"1132078034700234752^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:51^22"
"1132078044925972480^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:16:53^967"
"1132078046658351104^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:53^40"
"1132078052782071808^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:55^440"
"1132078062185566208^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:57^1251"
"1132078065851478016^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:16:58^36"
"1132078073627725829^'rt : there are  automobile crash fatalities per day so  why do we constantly hear of the ntsb investigating tesla crashes '^2019-05-25^00:17:00^6572"
"1132078104967548929^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:07^59"
"1132078105311551488^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:17:07^18046"
"1132078111695212545^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:09^328"
"1132078119765123072^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:11^354"
"1132078119987425281^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:17:11^11"
"1132078122646548480^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:17:12^32"
"1132078122868854784^'rt : this could be one of the coolest things to show tesla's ev dominance and the model growth $tsla'^2019-05-25^00:17:12^888"
"1132078125842456579^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:12^232"
"1132078135493550085^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:15^359"
"1132078136609263616^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:17:15^13"
"1132078154359685121^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:19^321"
"1132078157253808129^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:20^3418"
"1132078176727736321^'rt : someone is getting ready for tomorrow rolling on the floor laughingrolling on the floor laughing if you are in bay area  or visiting  stop by'^2019-05-25^00:17:24^4530"
"1132078178690904065^'some shitty robots'^2019-05-25^00:17:25^577"
"1132078192976629761^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:17:28^162"
"1132078199570161666^'rt : hangul filler hangul filler this is for you! hangul filler game-event  where you can get one of the th'^2019-05-25^00:17:30^45"
"1132078200970833921^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:30^341"
"1132078201528676352^'rt : in surveys  we find that pct of tesla owning respondents say that stock price gains paid for ""all or a meaningful pa'^2019-05-25^00:17:30^105"
"1132078203416260609^'starlink hookup face with stuck-out tongue and winking eye'^2019-05-25^00:17:31^129"
"1132078209061855233^'interesting thread of korean backlash as to tesla'^2019-05-25^00:17:32^1407"
"1132078219648278529^'rt : smart summon coming soon!'^2019-05-25^00:17:35^126"
"1132078222252945408^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:35^2174"
"1132078224286994432^'rt : hangul filler hangul filler i keep my promises! hangul filler game-event  where you can get'^2019-05-25^00:17:36^29"
"1132078225092431872^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:36^448"
"1132078231085916161^'rt : when i pull up in a tesla in the future  nobody say nothing to me'^2019-05-25^00:17:37^237"
"1132078231325032449^'rt : i don't agree the negative coverage has continued for  years unrelenting i used to keep quiet  but not anymore r'^2019-05-25^00:17:38^248"
"1132078236597272576^'ok dad just casually buying a tesla'^2019-05-25^00:17:39^242"
"1132078250455207938^'rt : liquidated short on trxbtc: buy    hundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbolhundred points symbol'^2019-05-25^00:17:42^56"
"1132078253768937473^'rt : smart summon coming soon!'^2019-05-25^00:17:43^283"
"1132078256625258498^'new post: bitcoin epically salva questo tesla stock crash di bubble portfolio -'^2019-05-25^00:17:44^156"
"1132078261482270720^'rt : tesla sales in europe shall increase at a faster pace in coming years northern europe leads $tsla'^2019-05-25^00:17:45^244"
"1132078270424522752^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:17:47^190"
"1132078270709751808^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:47^602"
"1132078285834338304^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:50^74"
"1132078291337265154^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:52^1507"
"1132078296676675584^'rt : here's it is in video'^2019-05-25^00:17:53^420"
"1132078315261423616^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:58^549"
"1132078321100107777^'yeah  today you can get the performance m fully loaded with every option for $  + fees still  i have never paid more than k for a new car and i have never dealt with a leak that is some poor quality manufacturing!'^2019-05-25^00:17:59^187"
"1132078322698018816^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:17:59^363"
"1132078322668646400^'rt : this could be one of the coolest things to show tesla's ev dominance and the model growth $tsla'^2019-05-25^00:17:59^78"
"1132078353500987394^'yeah'^2019-05-25^00:18:07^218"
"1132078357372293121^'rt : tesla's shares now have neg return over past yrs  gloom appears to be deepening:  wall street analysts said this'^2019-05-25^00:18:08^1836"
"1132078383112904706^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:18:14^72"
"1132078391753154562^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:18:16^447"
"1132078398283624448^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:18:17^219"
"1132078399470522368^'truth truth is the only enemy of tesla $tsla thesociopathicbusinessmodel fraudformula'^2019-05-25^00:18:18^4352"
"1132078402238853122^'rt : tesla's new autopilot 'violates state laws' according to consumer reports'^2019-05-25^00:18:18^41"
"1132078404080214019^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:18:19^33"
"1132078408572256265^'rt : now with got music! please rt face with tears of joy'^2019-05-25^00:18:20^420"
"1132078409599856640^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:18:20^244"
"1132078413181726720^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:18:21^643"
"1132078416776310785^'tesla dominance'^2019-05-25^00:18:22^122"
"1132083080070598658^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:36:54^2235"
"1132083092678746112^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:36:57^281"
"1132083113838800897^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:02^520"
"1132083146059419648^'tesla is a runaway success (but not in a good way)'^2019-05-25^00:37:09^593"
"1132083156264333313^'i need some nigerian friends'^2019-05-25^00:37:12^698"
"1132083162694213632^'i cringed when you tried to take it off'^2019-05-25^00:37:13^203"
"1132083165273690112^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:14^9"
"1132083179899236353^'rt : tesla model  = rd best selling vehicle in california in st quarter'^2019-05-25^00:37:17^21"
"1132083180402499585^'oh this is rich look up business insider lynnette lopez' twitter or nyt neal boudette or charley grant wsj or russ mitchell latimes they hate musk and and it's clear from their tweets and stories which are universally % negative on the company biased  unethical'^2019-05-25^00:37:17^5037"
"1132083183502209026^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:18^696"
"1132083187490926593^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:19^91"
"1132083195200102401^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:21^866"
"1132083197808971776^'it seems that tesla will be full of shit even more in the future'^2019-05-25^00:37:22^16"
"1132083213923340288^'rt : took delivery of a new model  this week it's been in for service every single day can't get ahold of anyone at'^2019-05-25^00:37:25^1980"
"1132083232961454087^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:30^362"
"1132083265433677831^'our business is structurally unprofitable tho which totally sux imo'^2019-05-25^00:37:38^47"
"1132083268105449472^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:38^269"
"1132083274766016512^'that's amazing what  years has allowed tesla to do! another  and yea  i foresee them being  by far with an amazon like lead on the rest of the market'^2019-05-25^00:37:40^243"
"1132083276221505536^'rt : tesla had a wild week  but the company is one of the best in market with better ai and best battery's so far in the market'^2019-05-25^00:37:40^32"
"1132083275063627776^' artist  philosopher  tesla owner  youtube creator that makes no money off of youtube because they don't understand weed clothing  art  shoes but not too much shoes  genuinely funny in a not ha ha way special mention goes out to sidekick tha god'^2019-05-25^00:37:40^38324"
"1132083296274399239^'""be alone  that is the secret of invention; be alone that is when ideas are born"" -- nikola tesla'^2019-05-25^00:37:45^2"
"1132083299852140546^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:46^376"
"1132083313542254592^'jail break the tesla'^2019-05-25^00:37:49^72"
"1132083313634627589^'rt : hangul filler hangul filler i keep my promises! hangul filler game-event  where you can get one of the three tesla models!automobile hint'^2019-05-25^00:37:49^5"
"1132083330428620801^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:53^554"
"1132083333272428544^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:54^406"
"1132083336380182528^'rt : day : less go'^2019-05-25^00:37:55^163"
"1132083344789975040^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:37:57^328"
"1132083348090712064^'nikola tesla - born in the light *ufo technology* nomore oil via'^2019-05-25^00:37:57^227"
"1132083349462216710^'rt : this video of data on plug in car sales made by is pretty incredible and visually shows the disruption t'^2019-05-25^00:37:58^1659"
"1132083367594385411^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:02^160"
"1132083369653788672^'i just want to be in a tesla smiling face with open mouth and cold sweat'^2019-05-25^00:38:03^1380"
"1132083375383162881^'african funny af dawg face with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:04^1150"
"1132083375387230208^'old west investment management has upped its tesla motors (put) (tsla) position; eaton vance short duration diversified income fund (evg) has  sentiment - cryptocoinstribune dlvrit tesla'^2019-05-25^00:38:04^341"
"1132083377488695297^'and with a stick crash when they go to sell the tesla they are really going to love it'^2019-05-25^00:38:04^761"
"1132083379506208768^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:05^190"
"1132083380089020416^'i'm headed to the drag strip to find out what my new new ""starship"" tesla pdl model s can do on the quarter mile with a hundred points symbol% state of charge'^2019-05-25^00:38:05^672"
"1132083393498370050^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:08^1146"
"1132083400955846656^'spacex: rt elonmusk: spacex krypton thrusters operative  satellites initiating orbit raise every  minsspacex elonmusk tesla space rt'^2019-05-25^00:38:10^3955"
"1132083403627606016^'anyone own a tesla model  i was thinking about financing one'^2019-05-25^00:38:11^380"
"1132083423881777152^'i thin i'm ready for a tesla thinking face'^2019-05-25^00:38:16^452"
"1132083424238493696^'rt : smart summon coming soon!'^2019-05-25^00:38:16^2"
"1132083424330522624^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:16^35"
"1132083432761241600^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:18^833"
"1132083444664741888^'rt : analyst joined this morning to discuss our long-term outlook of $tsla watch here:'^2019-05-25^00:38:20^4"
"1132083449261465607^'genuine friends like this are the best face with tears of joyface with tears of joy homeboy is so excited for him'^2019-05-25^00:38:22^1016"
"1132083452528906240^'that shirt  along with other ev tesla themed designs  can be found on my teespring:'^2019-05-25^00:38:22^744"
"1132083466168807424^'could employ a similar model to electric trolleys  underneath the car a ""tail"" could lower and make contact with a center rail that would charge the car during transit just enough power to keep the car at the same charge level it entered would be amazing'^2019-05-25^00:38:26^321"
"1132083488360927234^'rt : analyst joined this morning to discuss our long-term outlook of $tsla watch here:'^2019-05-25^00:38:31^175"
"1132083488931209217^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:31^686"
"1132083510116667392^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:36^1099"
"1132083528290770944^'do you think you would let apple actually buy tesla?'^2019-05-25^00:38:40^7"
"1132083531486760960^'rt : in surveys  we find that pct of tesla owning respondents say that stock price gains paid for ""all or a meaningful pa'^2019-05-25^00:38:41^153"
"1132083561169850370^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:48^557"
"1132083566530064385^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:50^148"
"1132083569306681344^'mexican standoff in dc: utility  chargepoint evgo  and tesla duke it out via ev transportation'^2019-05-25^00:38:50^18393"
"1132083579423469568^'tesla battery factory courted by tucson  ariz -'^2019-05-25^00:38:53^17"
"1132083580534837248^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:53^195"
"1132083591113039873^'rt : this could be one of the coolest things to show tesla's ev dominance and the model growth $tsla'^2019-05-25^00:38:55^1125"
"1132083597895176192^'your car!'^2019-05-25^00:38:57^249"
"1132083601963667456^'rt : if you're not gonna hype me up like this when i buy my first tesla i don't want you in my life pleaseface with tears of joyface with tears of joyface with tears of joy'^2019-05-25^00:38:58^381"
"1132083602135625731^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:38:58^126"
"1132083610935336964^'rt : new video! rt to be shoutout! spray painting his ferrari and tesla!!'^2019-05-25^00:39:00^257"
