"1114710639233179649^0^0^'rt : we released mrtk v with support for new hololens hand and eye input! in-editor simulation allows you to build  design  tes'^2019-04-07 02:05:01^2019-04-06 22:05:01^None^False^501^False^False^0.17045454545454544^0.45454545454545453"
"1114711394253860864^0^0^''s support system is terribly broken i fail to see how investing money in microsoft products is sustainable for australian business unless something major changes with their customerservice'^2019-04-07 02:08:01^2019-04-06 22:08:01^None^False^422^False^False^-0.209375^0.3"
"1114711424897404931^0^0^'surrender to the darkness by blutengel via at&amp;t soundcloud microsoft tco src&amp;lang=javascript script= macromedia adobe sunmicrosystems javanet oracle'^2019-04-07 02:08:08^2019-04-06 22:08:08^False^False^1^False^False^0.0^0.0"
"1114711431323086848^0^0^'rt : microsoft finally acknowledges that no-one has time to safely remove usb -'^2019-04-07 02:08:10^2019-04-06 22:08:10^False^False^357^False^False^0.25^0.75"
"1114711478798405635^0^0^'rt : another example of how easy it's becoming to deploy cryptographic software formally verified to be bug-free:'^2019-04-07 02:08:21^2019-04-06 22:08:21^None^False^85^False^False^0.44166666666666665^0.8416666666666668"
"1114711510314393600^0^0^'this is first gen microsoft (tm) surface bad'^2019-04-07 02:08:29^2019-04-06 22:08:29^None^False^142^False^False^-0.22499999999999992^0.5"
"1114711538466738176^0^0^'rt : demand digital peace'^2019-04-07 02:08:35^2019-04-06 22:08:35^False^False^0^False^False^0.0^0.0"
"1114711559392124929^0^0^'rt : today women from microsoft asked ceo satya nadella for answers after a massive email thread where female employees shared'^2019-04-07 02:08:40^2019-04-06 22:08:40^None^False^784^False^False^0.0^0.5833333333333334"
"1114711643534045185^0^0^'rt : surrender to the darkness by blutengel via at&amp;t soundcloud microsoft tco src&amp;lang=ja'^2019-04-07 02:09:00^2019-04-06 22:09:00^False^False^1648^False^False^0.0^0.0"
"1114711654447681538^0^0^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-04-07 02:09:03^2019-04-06 22:09:03^None^False^171^False^False^-1.0^1.0"
"1114711665541558272^0^0^'microsoft's support system is terribly broken i fail to see how investing money in microsoft products is sustainable for australian business unless something major changes with their customerservice translated using microsoftflow'^2019-04-07 02:09:06^2019-04-06 22:09:06^None^False^388^False^False^-0.209375^0.3"
"1114711695463727104^0^0^'rt : getting set up at the riseofshadows prerelease at the sydney cbd microsoft store! once i've cracked my packs i'll be givin'^2019-04-07 02:09:13^2019-04-06 22:09:13^None^False^478^False^False^0.0^0.0"
"1114711723569582080^0^0^'rt : i can never shut up about the microsoft shutting down noise loudly crying faceloudly crying faceloudly crying face'^2019-04-07 02:09:19^2019-04-06 22:09:19^False^False^693^False^False^-0.18888888888888888^0.5222222222222223"
"1114711730372972548^0^0^'jace moreno explains what microsoft is doing to create an intelligent workplace for everyone ec thecube microsoftteams microsoft'^2019-04-07 02:09:21^2019-04-06 22:09:21^False^False^462^False^False^0.8^0.9"
"1114711757627330561^0^0^'rt : thread from the rt  and also this is the start of one of my own at one point  a friend who was a manager there told me th'^2019-04-07 02:09:28^2019-04-06 22:09:28^None^False^73^False^False^0.6^1.0"
"1114711757862338560^0^0^'rt : when you sign up for the microsoft research newsletter  you'll be in the know regarding the latest happenings in ai  syst'^2019-04-07 02:09:28^2019-04-06 22:09:28^None^False^606^False^False^0.5^0.9"
"1114711831363211264^0^0^'rt : thread with some excellent life advice by  i've had the pleasure of meeting her and watching one of her brilliant ta'^2019-04-07 02:09:45^2019-04-06 22:09:45^None^False^73^False^False^0.95^1.0"
"1114711896022835205^0^0^'film projector[?] episode  australia cloud show regional indicator symbol letter aregional indicator symbol letter u do you see ali-cloud having an advantage over aws  microsoft  and google in australia? chinagateway cloudcomputing ai fintech""'^2019-04-07 02:10:01^2019-04-06 22:10:01^False^False^1164^False^False^0.0^0.0"
"1114711958975021056^0^0^'the infostrat blog: microsoft dynamics  webinar questions msdyn'^2019-04-07 02:10:16^2019-04-06 22:10:16^False^False^409^False^False^0.0^0.0"
"1114711966059118592^0^0^'rt : taking peoples' lives is not a game :/ ""the whole experience felt natural to me  as i've played lots of first-person shoote'^2019-04-07 02:10:17^2019-04-06 22:10:17^None^False^13081^False^False^0.0625^0.5499999999999999"
"1114711966826758146^0^0^'i just earned the congratulations! badge with microsoft rewards check it out! microsoftrewards'^2019-04-07 02:10:17^2019-04-06 22:10:17^False^False^442^False^False^0.0^0.0"
"1114711980563152897^0^0^'why does this look like  year olds on stage at their first dance recital forgetting the routine they spent  months learning'^2019-04-07 02:10:21^2019-04-06 22:10:21^None^False^390^False^False^0.075^0.21666666666666667"
"1114712057155411968^0^0^'rt : major internet and technology companies based in us: - alphabet - facebook - microsoft - amazon - ibm - dell - hp - tw'^2019-04-07 02:10:39^2019-04-06 22:10:39^None^False^699^False^False^0.0625^0.5"
"1114712090122436608^0^0^'rt : microsoft is why i stepped down as co chair and why i had to stop participating in node microsoft is why i'm not speaking this'^2019-04-07 02:10:47^2019-04-06 22:10:47^None^False^73^False^False^-0.15555555555555559^0.2888888888888889"
"1114712096837722117^0^0^'rt : damn kids these days will never understand what it felt like to have no internet and to draw on microsoft paint for fun'^2019-04-07 02:10:48^2019-04-06 22:10:48^None^False^110^False^False^0.3^0.2"
"1114712141662126080^0^0^'i say not a fad  could remove tablets from the market why have tablets if your phone unfolds to a tablet? the next big winner is a phone-unfolds-full_computer'^2019-04-07 02:10:59^2019-04-06 22:10:59^None^False^2854^False^False^0.0^0.05"
"1114712147131551749^0^0^'finally! x {new microsoft edge browser(chromium)}'^2019-04-07 02:11:00^2019-04-06 22:11:00^False^False^150^False^False^0.13636363636363635^0.45454545454545453"
"1114712165271965699^0^0^'literally downloaded this a couple hours ago'^2019-04-07 02:11:05^2019-04-06 22:11:05^None^False^201^False^False^0.0^0.0"
"1114712170606944257^0^0^'rt : on this day   - microsoft releases windows '^2019-04-07 02:11:06^2019-04-06 22:11:06^False^False^2556^False^False^0.0^0.0"
"1114712188680376320^0^0^'new story ""microsoft  live events -- early morning systems check before spsjhb"" from darrell as a service re'^2019-04-07 02:11:10^2019-04-06 22:11:10^False^False^1424^False^False^0.12424242424242422^0.4181818181818182"
"1114712255541551106^0^0^'you did it!!!! you're amazing!!! oh yay this makes me so happy amazing work morgan!'^2019-04-07 02:11:26^2019-04-06 22:11:26^None^False^405^False^False^0.8500000000000001^0.9333333333333332"
"1114712253016580096^0^0^'how to simulate hololens articulated hand input in unity using mrtk v:'^2019-04-07 02:11:26^2019-04-06 22:11:26^False^False^1054^False^False^0.0^0.0"
"1114712262030372867^0^0^'hahahahahahah this is fucked uppppppppp'^2019-04-07 02:11:28^2019-04-06 22:11:28^None^False^298^False^False^-0.6^0.7"
"1114712357660495873^0^0^'rt : uk investigates microsoft  nintendo  sony over game service practices'^2019-04-07 02:11:51^2019-04-06 22:11:51^False^False^223^False^False^-0.4^0.4"
"1114712367592497153^0^0^'what the ever loving fuck ?'^2019-04-07 02:11:53^2019-04-06 22:11:53^False^False^97^False^False^0.09999999999999998^0.7749999999999999"
"1114712370650025985^0^0^'rt : microsoft kaizala rolls out to customers globally and will become part of microsoftteams'^2019-04-07 02:11:54^2019-04-06 22:11:54^None^False^57^False^False^0.0^0.0"
"1114712391659413504^0^0^'yeah  building an os  and the optics  takes armies microsoft has them apple has them facebook has them magic leap had to have them too'^2019-04-07 02:11:59^2019-04-06 22:11:59^None^True^411984^False^False^0.5^1.0"
"1114712401201520640^0^0^'just completed the empower students to do more with office  course! microsoftedu via'^2019-04-07 02:12:01^2019-04-06 22:12:01^False^False^32^False^False^0.625^0.5"
"1114712408663056384^0^0^'the army just gave a press demo of microsoft's hololens  military prototype ar vr'^2019-04-07 02:12:03^2019-04-06 22:12:03^False^False^7192^False^False^-0.1^0.1"
"1114712450006495232^0^0^'gta v new en ebay: grand theft auto v (microsoft xbox one  ) gta '^2019-04-07 02:12:13^2019-04-06 22:12:13^False^False^176^False^False^0.3181818181818182^0.7272727272727273"
"1114712461033132032^0^0^'microsoft to combine xbox game pass and xbox live into $-a-month subscription via'^2019-04-07 02:12:15^2019-04-06 22:12:15^False^False^1826^False^False^-0.13181818181818183^0.45"
"1114712462668881921^0^0^'microsoft is shutting down its healthvault patient record service'^2019-04-07 02:12:16^2019-04-06 22:12:16^False^False^120^False^False^-0.15555555555555559^0.2888888888888889"
"1114712486597595136^0^0^'rt : using c for client-side web development is a dream-come-true for many blazor changes the game and now you can do full-stac'^2019-04-07 02:12:21^2019-04-06 22:12:21^None^False^207^False^False^0.04999999999999999^0.45"
"1114712512203649030^0^0^'why the heck can't you make a durable controller i bought an elite controller not  month has gone by left bumper already coming apart yes i have the receipt i'm going back to exchange it tomorrow supposed to be hi-end  not cheap made in china'^2019-04-07 02:12:27^2019-04-06 22:12:27^None^False^44^False^False^-0.06666666666666667^0.2333333333333333"
"1114712536186671104^0^0^'walmart weaves a partnership with microsoft to counter amazon'^2019-04-07 02:12:33^2019-04-06 22:12:33^False^False^33^False^False^0.0^0.0"
"1114712572094296064^0^0^'rt : can we get a better user experience  ? some people just want to see their spam'^2019-04-07 02:12:42^2019-04-06 22:12:42^False^False^105^False^False^0.5^0.5"
"1114712669003476993^0^0^'rt : let's have a little lesson about aubrey and her position at microsoft she's worked with microsoft for a little over  ye'^2019-04-07 02:13:05^2019-04-06 22:13:05^None^False^13^False^False^-0.1875^0.5"
"1114712670563913731^0^0^'hey what are you doing to be more inclusive to job applicants with anxiety?'^2019-04-07 02:13:05^2019-04-06 22:13:05^None^False^6^False^False^0.5^0.5"
"1114712708442537984^0^0^'inspiring'^2019-04-07 02:13:14^2019-04-06 22:13:14^None^False^2252^False^False^0.5^1.0"
"1114712710451736576^0^0^'rt : $verb k filed on the th referencing taggmed  tagglive for and '^2019-04-07 02:13:15^2019-04-06 22:13:15^None^False^537^False^False^0.0^0.0"
"1114712736347373574^0^0^'i definitely blame microsoft ps's online was free  which everyone was happy about back in the day  don't know why sony thought to copy microsoft and making customers pay for it would be great idea'^2019-04-07 02:13:21^2019-04-06 22:13:21^None^False^640^False^False^0.4^0.61"
"1114712741187481600^0^0^'rt : an interactive cybersecurity learning experience by &gt;&gt;&gt; via &gt;&gt;&gt; cyberattack cyber'^2019-04-07 02:13:22^2019-04-06 22:13:22^None^False^85^False^False^0.0^0.0"
"1114712805435936768^0^0^'microsoft joins tech race to clean up shipping with big data'^2019-04-07 02:13:37^2019-04-06 22:13:37^False^False^3^False^False^0.18333333333333335^0.4"
"1114712808548179968^0^0^'microsoft expands open data push'^2019-04-07 02:13:38^2019-04-06 22:13:38^False^False^97^False^False^0.0^0.5"
"1114712824775942145^0^0^'microsoft kaizala app set to be integrated within teams  goes global through office '^2019-04-07 02:13:42^2019-04-06 22:13:42^False^False^3^False^False^0.0^0.0"
"1114712903872069632^0^0^'microsoft ceo satya nadella: finding success out of the spotlight'^2019-04-07 02:14:01^2019-04-06 22:14:01^False^False^3227^False^False^0.3^0.0"
"1114712905000210432^0^0^'rt : know how our deployment of azure stack from   backed by   helps you overcome the challenges associated with c'^2019-04-07 02:14:01^2019-04-06 22:14:01^None^False^67^False^False^0.0^0.0"
"1114712911858020352^0^0^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-04-07 02:14:03^2019-04-06 22:14:03^None^False^171^False^False^-1.0^1.0"
"1114712925304963077^0^0^'microsoft bob  meet filemaker frank'^2019-04-07 02:14:06^2019-04-06 22:14:06^None^False^75^False^False^0.0^0.0"
"1114712943709511680^0^0^'tell word it's time to get on board microsoft has made enough money where they can spot you a few extra bytes'^2019-04-07 02:14:10^2019-04-06 22:14:10^None^False^1562^False^False^-0.06666666666666667^0.2333333333333333"
"1114712964056141825^0^0^'why corporate m&amp;amp;a acquisitions could be good for the opensource community ibm redhat microsoft github translated using microsoftflow'^2019-04-07 02:14:15^2019-04-06 22:14:15^False^False^388^False^False^0.35^0.30000000000000004"
"1114712991902072832^0^0^'microsoft changes how windows  disconnects usb storage devices'^2019-04-07 02:14:22^2019-04-06 22:14:22^False^False^2162^False^False^0.0^0.0"
"1114713002681323520^0^0^'rt : here is what happened to me at microsoft and why i am not at all surprised about the email that was going around internally t'^2019-04-07 02:14:24^2019-04-06 22:14:24^None^False^115^False^False^0.05^0.45"
"1114713054451830784^0^0^'rt : microsoft is shutting down its healthvault patient record service'^2019-04-07 02:14:37^2019-04-06 22:14:37^False^False^1250^False^False^-0.15555555555555559^0.2888888888888889"
"1114713064186810368^0^0^'how to create a storage account in microsoft azure - techrepublic azure'^2019-04-07 02:14:39^2019-04-06 22:14:39^False^False^165^False^False^0.0^0.0"
"1114713104024133637^0^0^'call of duty: advance warfare'^2019-04-07 02:14:49^2019-04-06 22:14:49^None^False^1512^False^False^0.0^0.0"
"1114713128472842240^0^0^'rt : when paul and i founded together  we were confident that computers would change the world but we never could hav'^2019-04-07 02:14:54^2019-04-06 22:14:54^None^False^14^False^False^0.5^0.8333333333333334"
"1114713161364459521^0^0^'the army just gave a press demo of microsoft's hololens  military prototype - gizmodo'^2019-04-07 02:15:02^2019-04-06 22:15:02^False^False^5356^False^False^-0.1^0.1"
"1114713167911776256^0^0^'* us army shows how it will use hololens in the field engadget * here's the us army version of hololens that microsoft employees were protesting the verge * how the army plans to use microsoft's high-tech hololens goggles on the battlefield cnbc * the'^2019-04-07 02:15:04^2019-04-06 22:15:04^False^False^280^False^False^0.0^0.0"
"1114713182646493184^0^0^'increasingly strong and serious competition from switzerland for amazon aws  microsoft azure co cloud cloudcomputing cloudstorage devops micrsoft azure technology viperit'^2019-04-07 02:15:07^2019-04-06 22:15:07^False^False^811^False^False^0.04999999999999999^0.7"
"1114713215596933120^0^0^'rt : now on-demand at skill me up: get your administrators azure ready from fundamentals -&gt; certification -&gt; advanced our coll'^2019-04-07 02:15:15^2019-04-06 22:15:15^None^False^299^False^False^0.30000000000000004^0.55"
"1114713242859966464^0^0^'rt : check out screwball now! it really is a must see documentary by the great  in case you missed our review '^2019-04-07 02:15:22^2019-04-06 22:15:22^None^False^96^False^False^0.3333333333333333^0.31666666666666665"
"1114713244310966272^0^0^'microsoft windows server  with intel optane dc persistent memory microsoft windows'^2019-04-07 02:15:22^2019-04-06 22:15:22^False^False^837^False^False^0.0^0.0"
"1114713273402785793^0^0^'sorry microsoft  but blackmirror did it first'^2019-04-07 02:15:29^2019-04-06 22:15:29^None^False^62^False^False^-0.125^0.6666666666666666"
"1114713274602254336^0^0^'rt : major internet and technology companies based in us: - alphabet - facebook - microsoft - amazon - ibm - dell - hp - tw'^2019-04-07 02:15:29^2019-04-06 22:15:29^None^False^225^False^False^0.0625^0.5"
"1114713284249153537^0^0^'rt : the army just gave a press demo of microsoft's hololens  military prototype - gizmodo'^2019-04-07 02:15:31^2019-04-06 22:15:31^False^False^3467^False^False^-0.1^0.1"
"1114713306915323904^0^0^'hard error dialog behavior can be configured - see - can also adjust the behavior at runtime via api'^2019-04-07 02:15:37^2019-04-06 22:15:37^False^False^673^False^False^-0.2916666666666667^0.5416666666666666"
"1114713319342923778^0^0^'rt : getting set up at the riseofshadows prerelease at the sydney cbd microsoft store! once i've cracked my packs i'll be givin'^2019-04-07 02:15:40^2019-04-06 22:15:40^None^False^2464^False^False^0.0^0.0"
"1114713339219849217^0^0^'rt : we have been identified by microsoft as a destination for healthvault users to transition their existing data chec'^2019-04-07 02:15:45^2019-04-06 22:15:45^None^False^93^False^False^0.0^0.0"
"1114713394177880064^0^0^'installing microsoft visual studio code on linux is a snap'^2019-04-07 02:15:58^2019-04-06 22:15:58^False^True^434887^False^False^0.0^0.0"
"1114713404709773312^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:16:00^2019-04-06 22:16:00^False^True^7653^False^False^0.0^0.0"
"1114713411277983744^0^0^'stand out from the crowd with mct - train the trainer certification - microsoft approved - enhance your career - get certified -'^2019-04-07 02:16:02^2019-04-06 22:16:02^False^False^868^False^False^0.0^0.0"
"1114713431876104193^0^0^'do they realize if that was true they would need to sell  million plus units at $ to break even microsoft isn't that dumb are reckless with there money'^2019-04-07 02:16:07^2019-04-06 22:16:07^None^False^210^False^False^-0.012500000000000011^0.575"
"1114713447441358849^0^0^'the next big winner is a phone-unfolds-full_computerrolling on the floor laughingrolling on the floor laughingrolling on the floor laughing'^2019-04-07 02:16:10^2019-04-06 22:16:10^None^False^8724^False^False^0.0^0.05"
"1114713562537254912^0^0^'rt : im crying did he microsoft paint the police statement? loool'^2019-04-07 02:16:38^2019-04-06 22:16:38^None^False^1542^False^False^-0.2^0.6"
"1114713582057545729^0^0^'rt : installing microsoft visual studio code on linux is a snap'^2019-04-07 02:16:42^2019-04-06 22:16:42^False^False^26^False^False^0.0^0.0"
"1114713648268705797^0^0^'microsoft radically changes windows  upgrades'^2019-04-07 02:16:58^2019-04-06 22:16:58^False^False^1571^False^False^0.0^0.0"
"1114713659530342400^0^0^'rt : the army just gave a press demo of microsoft's hololens  military prototype ar vr'^2019-04-07 02:17:01^2019-04-06 22:17:01^False^False^697^False^False^-0.1^0.1"
"1114713671849136128^0^0^'microsoft  live events - early morning systems check before spsjhb'^2019-04-07 02:17:04^2019-04-06 22:17:04^False^False^3448^False^False^0.11818181818181818^0.4"
"1114713724130959360^0^0^'thanks! it was non-technical exam and it was definitely one of the easiest i ever done this guide covered everything you need to know good luck!'^2019-04-07 02:17:16^2019-04-06 22:17:16^False^False^13^False^False^0.375^0.43333333333333335"
"1114713726400323586^0^0^'microsoft makes around  $ billion with a net income of $ billion the company makes % of that from office  % from azure and % from windows linkedin accounts for % of this total income'^2019-04-07 02:17:17^2019-04-06 22:17:17^None^False^53^False^False^0.0^0.375"
"1114713758734192641^0^0^'rt : happy th birthday windows ! april   (also my first day at microsoft)'^2019-04-07 02:17:25^2019-04-06 22:17:25^False^False^1^False^False^0.625^0.6666666666666666"
"1114713805953667073^0^0^'fucked'^2019-04-07 02:17:36^2019-04-06 22:17:36^False^False^1237^False^False^-0.6^0.7"
"1114713818838466561^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:39^2019-04-06 22:17:39^False^False^4699^False^False^0.0^0.0"
"1114713829194305539^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:41^2019-04-06 22:17:41^False^False^2959^False^False^0.0^0.0"
"1114713838417534976^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:44^2019-04-06 22:17:44^False^False^448^False^False^0.0^0.0"
"1114713848605491200^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:46^2019-04-06 22:17:46^False^False^282^False^False^0.0^0.0"
"1114713856805363712^0^0^'ads get only % for microsoft unlike google which has mastered revenue generation for ads'^2019-04-07 02:17:48^2019-04-06 22:17:48^None^False^53^False^False^0.0^1.0"
"1114713857015066625^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:48^2019-04-06 22:17:48^False^False^3105^False^False^0.0^0.0"
"1114713866305515520^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:50^2019-04-06 22:17:50^False^False^548^False^False^0.0^0.0"
"1114713875163672576^0^0^'rt : female employees at microsoft share stories of harassment and discrimination'^2019-04-07 02:17:52^2019-04-06 22:17:52^False^False^408^False^False^0.0^0.16666666666666666"
"1114713875176394753^0^0^'how the army plans to use microsoft's high-tech hololens goggles on the battlefield'^2019-04-07 02:17:52^2019-04-06 22:17:52^False^False^733^False^False^0.0^0.0"
"1114713893283090432^0^0^'rt : rd party drivers are a hotbed for privilege escalation vulnerabilities microsoft found one in a huawei driver  which'^2019-04-07 02:17:57^2019-04-06 22:17:57^None^False^59^False^False^0.0^0.0"
"1114713926539726848^0^0^'rt : here is what happened to me at microsoft and why i am not at all surprised about the email that was going around internally t'^2019-04-07 02:18:05^2019-04-06 22:18:05^None^False^1172^False^False^0.05^0.45"
"1114713952435490816^0^0^'i prefer giant ballon cobras that come up from the ground on the stage'^2019-04-07 02:18:11^2019-04-06 22:18:11^None^False^1429^False^False^0.0^1.0"
